Value,Result
63.5,0.894934362
64,0.898794046
64.5,0.902585284
65,0.906307787
65.5,0.909961271
66,0.913545458
66.5,0.917060074
67,0.920504853
67.5,0.923879533
68,0.927183855
68.5,0.930417568
69,0.933580426
69.5,0.936672189
70,0.939692621
70.5,0.942641491
71,0.945518576
71.5,0.948323655
72,0.951056516
72.5,0.953716951
73,0.956304756
73.5,0.958819735
74,0.961261696
74.5,0.963630453
75,0.965925826
75.5,0.96814764
76,0.970295726
76.5,0.97236992
77,0.974370065
77.5,0.976296007
78,0.978147601
78.5,0.979924705
79,0.981627183
79.5,0.983254908
80,0.984807753
80.5,0.986285602
81,0.987688341
81.5,0.989015863
82,0.990268069
82.5,0.991444861
83,0.992546152
83.5,0.993571856
84,0.994521895
84.5,0.995396198
85,0.996194698
85.5,0.996917334
86,0.99756405
86.5,0.998134798
87,0.998629535
87.5,0.999048222
88,0.999390827
88.5,0.999657325
89,0.999847695
89.5,0.999961923
90,1
90.5,0.999961923
91,0.999847695
91.5,0.999657325
92,0.999390827
92.5,0.999048222
93,0.998629535
93.5,0.998134798
94,0.99756405
94.5,0.996917334
95,0.996194698
95.5,0.995396198
96,0.994521895
96.5,0.993571856
97,0.992546152
97.5,0.991444861
98,0.990268069
98.5,0.989015863
99,0.987688341
99.5,0.986285602
100,0.984807753
100.5,0.983254908
101,0.981627183
101.5,0.979924705
102,0.978147601
102.5,0.976296007
103,0.974370065
103.5,0.97236992
104,0.970295726
104.5,0.96814764
105,0.965925826
105.5,0.963630453
106,0.961261696
106.5,0.958819735
107,0.956304756
107.5,0.953716951
108,0.951056516
108.5,0.948323655
109,0.945518576
109.5,0.942641491
110,0.939692621
110.5,0.936672189
111,0.933580426
111.5,0.930417568
112,0.927183855
112.5,0.923879533
113,0.920504853
113.5,0.917060074
114,0.913545458
114.5,0.909961271
115,0.906307787
115.5,0.902585284
116,0.898794046
116.5,0.894934362
117,0.891006524
117.5,0.887010833
118,0.882947593
118.5,0.878817113
119,0.874619707
119.5,0.870355696
120,0.866025404
120.5,0.86162916
121,0.857167301
121.5,0.852640164
122,0.848048096
122.5,0.843391446
123,0.838670568
123.5,0.833885822
124,0.829037573
124.5,0.824126189
125,0.819152044
125.5,0.814115518
126,0.809016994
126.5,0.803856861
127,0.79863551
127.5,0.79335334
128,0.788010754
128.5,0.782608157
129,0.777145961
129.5,0.771624583
130,0.766044443
130.5,0.760405966
131,0.75470958
131.5,0.748955721
132,0.743144825
132.5,0.737277337
133,0.731353702
133.5,0.725374371
134,0.7193398
134.5,0.713250449
135,0.707106781
135.5,0.700909264
136,0.69465837
136.5,0.688354576
137,0.68199836
137.5,0.675590208
138,0.669130606
138.5,0.662620048
139,0.656059029
139.5,0.649448048
140,0.64278761
140.5,0.63607822
141,0.629320391
141.5,0.622514637
142,0.615661475
142.5,0.608761429
143,0.601815023
143.5,0.594822787
144,0.587785252
144.5,0.580702956
145,0.573576436
145.5,0.566406237
146,0.559192903
146.5,0.551936985
147,0.544639035
147.5,0.537299608
148,0.529919264
148.5,0.522498565
149,0.515038075
149.5,0.507538363
150,0.5
150.5,0.49242356
151,0.48480962
151.5,0.47715876
152,0.469471563
152.5,0.461748613
153,0.4539905
153.5,0.446197813
154,0.438371147
154.5,0.430511097
155,0.422618262
155.5,0.414693243
156,0.406736643
156.5,0.398749069
157,0.390731128
157.5,0.382683432
158,0.374606593
158.5,0.366501227
159,0.35836795
159.5,0.350207381
160,0.342020143
160.5,0.333806859
161,0.325568154
161.5,0.317304656
162,0.309016994
162.5,0.3007058
163,0.292371705
163.5,0.284015345
164,0.275637356
164.5,0.267238376
165,0.258819045
165.5,0.250380004
166,0.241921896
166.5,0.233445364
167,0.224951054
167.5,0.216439614
168,0.207911691
168.5,0.199367934
169,0.190808995
169.5,0.182235525
170,0.173648178
170.5,0.165047606
171,0.156434465
171.5,0.147809411
172,0.139173101
172.5,0.130526192
173,0.121869343
173.5,0.113203214
174,0.104528463
174.5,0.095845753
175,0.087155743
175.5,0.078459096
176,0.069756474
176.5,0.06104854
177,0.052335956
177.5,0.043619387
178,0.034899497
178.5,0.026176948
179,0.017452406
179.5,0.008726535
180,1.22515E-16
180.5,-0.008726535
181,-0.017452406
181.5,-0.026176948
182,-0.034899497
182.5,-0.043619387
183,-0.052335956
183.5,-0.06104854
184,-0.069756474
184.5,-0.078459096
185,-0.087155743
185.5,-0.095845753
186,-0.104528463
186.5,-0.113203214
187,-0.121869343
187.5,-0.130526192
188,-0.139173101
188.5,-0.147809411
189,-0.156434465
189.5,-0.165047606
190,-0.173648178
190.5,-0.182235525
191,-0.190808995
191.5,-0.199367934
192,-0.207911691
192.5,-0.216439614
193,-0.224951054
193.5,-0.233445364
194,-0.241921896
194.5,-0.250380004
195,-0.258819045
195.5,-0.267238376
196,-0.275637356
196.5,-0.284015345
197,-0.292371705
197.5,-0.3007058
198,-0.309016994
198.5,-0.317304656
199,-0.325568154
199.5,-0.333806859
200,-0.342020143
200.5,-0.350207381
201,-0.35836795
201.5,-0.366501227
202,-0.374606593
202.5,-0.382683432
203,-0.390731128
203.5,-0.398749069
204,-0.406736643
204.5,-0.414693243
205,-0.422618262
205.5,-0.430511097
206,-0.438371147
206.5,-0.446197813
207,-0.4539905
207.5,-0.461748613
208,-0.469471563
208.5,-0.47715876
209,-0.48480962
209.5,-0.49242356
210,-0.5
210.5,-0.507538363
211,-0.515038075
211.5,-0.522498565
212,-0.529919264
212.5,-0.537299608
213,-0.544639035
213.5,-0.551936985
214,-0.559192903
214.5,-0.566406237
215,-0.573576436
215.5,-0.580702956
216,-0.587785252
216.5,-0.594822787
217,-0.601815023
217.5,-0.608761429
218,-0.615661475
218.5,-0.622514637
219,-0.629320391
219.5,-0.63607822
220,-0.64278761
220.5,-0.649448048
221,-0.656059029
221.5,-0.662620048
222,-0.669130606
222.5,-0.675590208
223,-0.68199836
223.5,-0.688354576
224,-0.69465837
224.5,-0.700909264
225,-0.707106781
225.5,-0.713250449
226,-0.7193398
226.5,-0.725374371
227,-0.731353702
227.5,-0.737277337
228,-0.743144825
228.5,-0.748955721
229,-0.75470958
229.5,-0.760405966
230,-0.766044443
230.5,-0.771624583
231,-0.777145961
231.5,-0.782608157
232,-0.788010754
232.5,-0.79335334
233,-0.79863551
233.5,-0.803856861
234,-0.809016994
234.5,-0.814115518
235,-0.819152044
235.5,-0.824126189
236,-0.829037573
236.5,-0.833885822
237,-0.838670568
237.5,-0.843391446
238,-0.848048096
238.5,-0.852640164
239,-0.857167301
239.5,-0.86162916
240,-0.866025404
240.5,-0.870355696
241,-0.874619707
241.5,-0.878817113
242,-0.882947593
242.5,-0.887010833
243,-0.891006524
243.5,-0.894934362
244,-0.898794046
244.5,-0.902585284
245,-0.906307787
245.5,-0.909961271
246,-0.913545458
246.5,-0.917060074
247,-0.920504853
247.5,-0.923879533
248,-0.927183855
248.5,-0.930417568
249,-0.933580426
249.5,-0.936672189
250,-0.939692621
250.5,-0.942641491
251,-0.945518576
251.5,-0.948323655
252,-0.951056516
252.5,-0.953716951
253,-0.956304756
253.5,-0.958819735
254,-0.961261696
254.5,-0.963630453
255,-0.965925826
255.5,-0.96814764
256,-0.970295726
256.5,-0.97236992
257,-0.974370065
257.5,-0.976296007
258,-0.978147601
258.5,-0.979924705
259,-0.981627183
259.5,-0.983254908
260,-0.984807753
260.5,-0.986285602
261,-0.987688341
261.5,-0.989015863
262,-0.990268069
262.5,-0.991444861
263,-0.992546152
263.5,-0.993571856
264,-0.994521895
264.5,-0.995396198
265,-0.996194698
265.5,-0.996917334
266,-0.99756405
266.5,-0.998134798
267,-0.998629535
267.5,-0.999048222
268,-0.999390827
268.5,-0.999657325
269,-0.999847695
269.5,-0.999961923
270,-1
270.5,-0.999961923
271,-0.999847695
271.5,-0.999657325
272,-0.999390827
272.5,-0.999048222
273,-0.998629535
273.5,-0.998134798
274,-0.99756405
274.5,-0.996917334
275,-0.996194698
275.5,-0.995396198
276,-0.994521895
276.5,-0.993571856
277,-0.992546152
277.5,-0.991444861
278,-0.990268069
278.5,-0.989015863
279,-0.987688341
279.5,-0.986285602
280,-0.984807753
280.5,-0.983254908
281,-0.981627183
281.5,-0.979924705
282,-0.978147601
282.5,-0.976296007
283,-0.974370065
283.5,-0.97236992
284,-0.970295726
284.5,-0.96814764
285,-0.965925826
285.5,-0.963630453
286,-0.961261696
286.5,-0.958819735
287,-0.956304756
287.5,-0.953716951
288,-0.951056516
288.5,-0.948323655
289,-0.945518576
289.5,-0.942641491
290,-0.939692621
290.5,-0.936672189
291,-0.933580426
291.5,-0.930417568
292,-0.927183855
292.5,-0.923879533
293,-0.920504853
293.5,-0.917060074
294,-0.913545458
294.5,-0.909961271
295,-0.906307787
295.5,-0.902585284
296,-0.898794046
296.5,-0.894934362
297,-0.891006524
297.5,-0.887010833
298,-0.882947593
298.5,-0.878817113
299,-0.874619707
299.5,-0.870355696
300,-0.866025404
300.5,-0.86162916
301,-0.857167301
301.5,-0.852640164
302,-0.848048096
302.5,-0.843391446
303,-0.838670568
303.5,-0.833885822
304,-0.829037573
304.5,-0.824126189
305,-0.819152044
305.5,-0.814115518
306,-0.809016994
306.5,-0.803856861
307,-0.79863551
307.5,-0.79335334
308,-0.788010754
308.5,-0.782608157
309,-0.777145961
309.5,-0.771624583
310,-0.766044443
310.5,-0.760405966
311,-0.75470958
311.5,-0.748955721
312,-0.743144825
312.5,-0.737277337
313,-0.731353702
313.5,-0.725374371
314,-0.7193398
314.5,-0.713250449
315,-0.707106781
315.5,-0.700909264
316,-0.69465837
316.5,-0.688354576
317,-0.68199836
317.5,-0.675590208
318,-0.669130606
318.5,-0.662620048
319,-0.656059029
319.5,-0.649448048
320,-0.64278761
320.5,-0.63607822
321,-0.629320391
321.5,-0.622514637
322,-0.615661475
322.5,-0.608761429
323,-0.601815023
323.5,-0.594822787
324,-0.587785252
324.5,-0.580702956
325,-0.573576436
325.5,-0.566406237
326,-0.559192903
326.5,-0.551936985
327,-0.544639035
327.5,-0.537299608
328,-0.529919264
328.5,-0.522498565
329,-0.515038075
329.5,-0.507538363
330,-0.5
330.5,-0.49242356
331,-0.48480962
331.5,-0.47715876
332,-0.469471563
332.5,-0.461748613
333,-0.4539905
333.5,-0.446197813
334,-0.438371147
334.5,-0.430511097
335,-0.422618262
335.5,-0.414693243
336,-0.406736643
336.5,-0.398749069
337,-0.390731128
337.5,-0.382683432
338,-0.374606593
338.5,-0.366501227
339,-0.35836795
339.5,-0.350207381
340,-0.342020143
340.5,-0.333806859
341,-0.325568154
341.5,-0.317304656
342,-0.309016994
342.5,-0.3007058
343,-0.292371705
343.5,-0.284015345
344,-0.275637356
344.5,-0.267238376
345,-0.258819045
345.5,-0.250380004
346,-0.241921896
346.5,-0.233445364
347,-0.224951054
347.5,-0.216439614
348,-0.207911691
348.5,-0.199367934
349,-0.190808995
349.5,-0.182235525
350,-0.173648178
350.5,-0.165047606
351,-0.156434465
351.5,-0.147809411
352,-0.139173101
352.5,-0.130526192
353,-0.121869343
353.5,-0.113203214
354,-0.104528463
354.5,-0.095845753
355,-0.087155743
355.5,-0.078459096
356,-0.069756474
356.5,-0.06104854
357,-0.052335956
357.5,-0.043619387
358,-0.034899497
358.5,-0.026176948
359,-0.017452406
359.5,-0.008726535
360,-2.4503E-16
360.5,0.008726535
361,0.017452406
361.5,0.026176948
362,0.034899497
362.5,0.043619387
363,0.052335956
363.5,0.06104854
364,0.069756474
364.5,0.078459096
365,0.087155743
365.5,0.095845753
366,0.104528463
366.5,0.113203214
367,0.121869343
367.5,0.130526192
368,0.139173101
368.5,0.147809411
369,0.156434465
369.5,0.165047606
370,0.173648178
370.5,0.182235525
371,0.190808995
371.5,0.199367934
372,0.207911691
372.5,0.216439614
373,0.224951054
373.5,0.233445364
374,0.241921896
374.5,0.250380004
375,0.258819045
375.5,0.267238376
376,0.275637356
376.5,0.284015345
377,0.292371705
377.5,0.3007058
378,0.309016994
378.5,0.317304656
379,0.325568154
379.5,0.333806859
380,0.342020143
380.5,0.350207381
381,0.35836795
381.5,0.366501227
382,0.374606593
382.5,0.382683432
383,0.390731128
383.5,0.398749069
384,0.406736643
384.5,0.414693243
385,0.422618262
385.5,0.430511097
386,0.438371147
386.5,0.446197813
387,0.4539905
387.5,0.461748613
388,0.469471563
388.5,0.47715876
389,0.48480962
389.5,0.49242356
390,0.5
390.5,0.507538363
391,0.515038075
391.5,0.522498565
392,0.529919264
392.5,0.537299608
393,0.544639035
393.5,0.551936985
394,0.559192903
394.5,0.566406237
395,0.573576436
395.5,0.580702956
396,0.587785252
396.5,0.594822787
397,0.601815023
397.5,0.608761429
398,0.615661475
398.5,0.622514637
399,0.629320391
399.5,0.63607822
400,0.64278761
400.5,0.649448048
401,0.656059029
401.5,0.662620048
402,0.669130606
402.5,0.675590208
403,0.68199836
403.5,0.688354576
404,0.69465837
404.5,0.700909264
405,0.707106781
405.5,0.713250449
406,0.7193398
406.5,0.725374371
407,0.731353702
407.5,0.737277337
408,0.743144825
408.5,0.748955721
409,0.75470958
409.5,0.760405966
410,0.766044443
410.5,0.771624583
411,0.777145961
411.5,0.782608157
412,0.788010754
412.5,0.79335334
413,0.79863551
413.5,0.803856861
414,0.809016994
414.5,0.814115518
415,0.819152044
415.5,0.824126189
416,0.829037573
416.5,0.833885822
417,0.838670568
417.5,0.843391446
418,0.848048096
418.5,0.852640164
419,0.857167301
419.5,0.86162916
420,0.866025404
420.5,0.870355696
421,0.874619707
421.5,0.878817113
422,0.882947593
422.5,0.887010833
423,0.891006524
423.5,0.894934362
424,0.898794046
424.5,0.902585284
425,0.906307787
425.5,0.909961271
426,0.913545458
426.5,0.917060074
427,0.920504853
427.5,0.923879533
428,0.927183855
428.5,0.930417568
429,0.933580426
429.5,0.936672189
430,0.939692621
430.5,0.942641491
431,0.945518576
431.5,0.948323655
432,0.951056516
432.5,0.953716951
433,0.956304756
433.5,0.958819735
434,0.961261696
434.5,0.963630453
435,0.965925826
435.5,0.96814764
436,0.970295726
436.5,0.97236992
437,0.974370065
437.5,0.976296007
438,0.978147601
438.5,0.979924705
439,0.981627183
439.5,0.983254908
440,0.984807753
440.5,0.986285602
441,0.987688341
441.5,0.989015863
442,0.990268069
442.5,0.991444861
443,0.992546152
443.5,0.993571856
444,0.994521895
444.5,0.995396198
445,0.996194698
445.5,0.996917334
446,0.99756405
446.5,0.998134798
447,0.998629535
447.5,0.999048222
448,0.999390827
448.5,0.999657325
449,0.999847695
449.5,0.999961923
450,1
450.5,0.999961923
451,0.999847695
451.5,0.999657325
452,0.999390827
452.5,0.999048222
453,0.998629535
453.5,0.998134798
454,0.99756405
454.5,0.996917334
455,0.996194698
455.5,0.995396198
456,0.994521895
456.5,0.993571856
457,0.992546152
457.5,0.991444861
458,0.990268069
458.5,0.989015863
459,0.987688341
459.5,0.986285602
460,0.984807753
460.5,0.983254908
461,0.981627183
461.5,0.979924705
462,0.978147601
462.5,0.976296007
463,0.974370065
463.5,0.97236992
464,0.970295726
464.5,0.96814764
465,0.965925826
465.5,0.963630453
466,0.961261696
466.5,0.958819735
467,0.956304756
467.5,0.953716951
468,0.951056516
468.5,0.948323655
469,0.945518576
469.5,0.942641491
470,0.939692621
470.5,0.936672189
471,0.933580426
471.5,0.930417568
472,0.927183855
472.5,0.923879533
473,0.920504853
473.5,0.917060074
474,0.913545458
474.5,0.909961271
475,0.906307787
475.5,0.902585284
476,0.898794046
476.5,0.894934362
477,0.891006524
477.5,0.887010833
478,0.882947593
478.5,0.878817113
479,0.874619707
479.5,0.870355696
480,0.866025404
480.5,0.86162916
481,0.857167301
481.5,0.852640164
482,0.848048096
482.5,0.843391446
483,0.838670568
483.5,0.833885822
484,0.829037573
484.5,0.824126189
485,0.819152044
485.5,0.814115518
486,0.809016994
486.5,0.803856861
487,0.79863551
487.5,0.79335334
488,0.788010754
488.5,0.782608157
489,0.777145961
489.5,0.771624583
490,0.766044443
490.5,0.760405966
491,0.75470958
491.5,0.748955721
492,0.743144825
492.5,0.737277337
493,0.731353702
493.5,0.725374371
494,0.7193398
494.5,0.713250449
495,0.707106781
495.5,0.700909264
496,0.69465837
496.5,0.688354576
497,0.68199836
497.5,0.675590208
498,0.669130606
498.5,0.662620048
499,0.656059029
499.5,0.649448048
500,0.64278761
500.5,0.63607822
501,0.629320391
501.5,0.622514637
502,0.615661475
502.5,0.608761429
503,0.601815023
503.5,0.594822787
504,0.587785252
504.5,0.580702956
505,0.573576436
505.5,0.566406237
506,0.559192903
506.5,0.551936985
507,0.544639035
507.5,0.537299608
508,0.529919264
508.5,0.522498565
509,0.515038075
509.5,0.507538363
510,0.5
510.5,0.49242356
511,0.48480962
511.5,0.47715876
512,0.469471563
512.5,0.461748613
513,0.4539905
513.5,0.446197813
514,0.438371147
514.5,0.430511097
515,0.422618262
515.5,0.414693243
516,0.406736643
516.5,0.398749069
517,0.390731128
517.5,0.382683432
518,0.374606593
518.5,0.366501227
519,0.35836795
519.5,0.350207381
520,0.342020143
520.5,0.333806859
521,0.325568154
521.5,0.317304656
522,0.309016994
522.5,0.3007058
523,0.292371705
523.5,0.284015345
524,0.275637356
524.5,0.267238376
525,0.258819045
525.5,0.250380004
526,0.241921896
526.5,0.233445364
527,0.224951054
527.5,0.216439614
528,0.207911691
528.5,0.199367934
529,0.190808995
529.5,0.182235525
530,0.173648178
530.5,0.165047606
531,0.156434465
531.5,0.147809411
532,0.139173101
532.5,0.130526192
533,0.121869343
533.5,0.113203214
534,0.104528463
534.5,0.095845753
535,0.087155743
535.5,0.078459096
536,0.069756474
536.5,0.06104854
537,0.052335956
537.5,0.043619387
538,0.034899497
538.5,0.026176948
539,0.017452406
539.5,0.008726535
540,3.67545E-16
540.5,-0.008726535
541,-0.017452406
541.5,-0.026176948
542,-0.034899497
542.5,-0.043619387
543,-0.052335956
543.5,-0.06104854
544,-0.069756474
544.5,-0.078459096
545,-0.087155743
545.5,-0.095845753
546,-0.104528463
546.5,-0.113203214
547,-0.121869343
547.5,-0.130526192
548,-0.139173101
548.5,-0.147809411
549,-0.156434465
549.5,-0.165047606
550,-0.173648178
550.5,-0.182235525
551,-0.190808995
551.5,-0.199367934
552,-0.207911691
552.5,-0.216439614
553,-0.224951054
553.5,-0.233445364
554,-0.241921896
554.5,-0.250380004
555,-0.258819045
555.5,-0.267238376
556,-0.275637356
556.5,-0.284015345
557,-0.292371705
557.5,-0.3007058
558,-0.309016994
558.5,-0.317304656
559,-0.325568154
559.5,-0.333806859
560,-0.342020143
560.5,-0.350207381
561,-0.35836795
561.5,-0.366501227
562,-0.374606593
562.5,-0.382683432
563,-0.390731128
563.5,-0.398749069
564,-0.406736643
564.5,-0.414693243
565,-0.422618262
565.5,-0.430511097
566,-0.438371147
566.5,-0.446197813
567,-0.4539905
567.5,-0.461748613
568,-0.469471563
568.5,-0.47715876
569,-0.48480962
569.5,-0.49242356
570,-0.5
570.5,-0.507538363
571,-0.515038075
571.5,-0.522498565
572,-0.529919264
572.5,-0.537299608
573,-0.544639035
573.5,-0.551936985
574,-0.559192903
574.5,-0.566406237
575,-0.573576436
575.5,-0.580702956
576,-0.587785252
576.5,-0.594822787
577,-0.601815023
577.5,-0.608761429
578,-0.615661475
578.5,-0.622514637
579,-0.629320391
579.5,-0.63607822
580,-0.64278761
580.5,-0.649448048
581,-0.656059029
581.5,-0.662620048
582,-0.669130606
582.5,-0.675590208
583,-0.68199836
583.5,-0.688354576
584,-0.69465837
584.5,-0.700909264
585,-0.707106781
585.5,-0.713250449
586,-0.7193398
586.5,-0.725374371
587,-0.731353702
587.5,-0.737277337
588,-0.743144825
588.5,-0.748955721
589,-0.75470958
589.5,-0.760405966
590,-0.766044443
590.5,-0.771624583
591,-0.777145961
591.5,-0.782608157
592,-0.788010754
592.5,-0.79335334
593,-0.79863551
593.5,-0.803856861
594,-0.809016994
594.5,-0.814115518
595,-0.819152044
595.5,-0.824126189
596,-0.829037573
596.5,-0.833885822
597,-0.838670568
597.5,-0.843391446
598,-0.848048096
598.5,-0.852640164
599,-0.857167301
599.5,-0.86162916
600,-0.866025404
600.5,-0.870355696
601,-0.874619707
601.5,-0.878817113
602,-0.882947593
602.5,-0.887010833
603,-0.891006524
603.5,-0.894934362
604,-0.898794046
604.5,-0.902585284
605,-0.906307787
605.5,-0.909961271
606,-0.913545458
606.5,-0.917060074
607,-0.920504853
607.5,-0.923879533
608,-0.927183855
608.5,-0.930417568
609,-0.933580426
609.5,-0.936672189
610,-0.939692621
610.5,-0.942641491
611,-0.945518576
611.5,-0.948323655
612,-0.951056516
612.5,-0.953716951
613,-0.956304756
613.5,-0.958819735
614,-0.961261696
614.5,-0.963630453
615,-0.965925826
615.5,-0.96814764
616,-0.970295726
616.5,-0.97236992
617,-0.974370065
617.5,-0.976296007
618,-0.978147601
618.5,-0.979924705
619,-0.981627183
619.5,-0.983254908
620,-0.984807753
620.5,-0.986285602
621,-0.987688341
621.5,-0.989015863
622,-0.990268069
622.5,-0.991444861
623,-0.992546152
623.5,-0.993571856
624,-0.994521895
624.5,-0.995396198
625,-0.996194698
625.5,-0.996917334
626,-0.99756405
626.5,-0.998134798
627,-0.998629535
627.5,-0.999048222
628,-0.999390827
628.5,-0.999657325
629,-0.999847695
629.5,-0.999961923
630,-1
630.5,-0.999961923
631,-0.999847695
631.5,-0.999657325
632,-0.999390827
632.5,-0.999048222
633,-0.998629535
633.5,-0.998134798
634,-0.99756405
634.5,-0.996917334
635,-0.996194698
635.5,-0.995396198
636,-0.994521895
636.5,-0.993571856
637,-0.992546152
637.5,-0.991444861
638,-0.990268069
638.5,-0.989015863
639,-0.987688341
639.5,-0.986285602
640,-0.984807753
640.5,-0.983254908
641,-0.981627183
641.5,-0.979924705
642,-0.978147601
642.5,-0.976296007
643,-0.974370065
643.5,-0.97236992
644,-0.970295726
644.5,-0.96814764
645,-0.965925826
645.5,-0.963630453
646,-0.961261696
646.5,-0.958819735
647,-0.956304756
647.5,-0.953716951
648,-0.951056516
648.5,-0.948323655
649,-0.945518576
649.5,-0.942641491
650,-0.939692621
650.5,-0.936672189
651,-0.933580426
651.5,-0.930417568
652,-0.927183855
652.5,-0.923879533
653,-0.920504853
653.5,-0.917060074
654,-0.913545458
654.5,-0.909961271
655,-0.906307787
655.5,-0.902585284
656,-0.898794046
656.5,-0.894934362
657,-0.891006524
657.5,-0.887010833
658,-0.882947593
658.5,-0.878817113
659,-0.874619707
659.5,-0.870355696
660,-0.866025404
660.5,-0.86162916
661,-0.857167301
661.5,-0.852640164
662,-0.848048096
662.5,-0.843391446
663,-0.838670568
663.5,-0.833885822
664,-0.829037573
664.5,-0.824126189
665,-0.819152044
665.5,-0.814115518
666,-0.809016994
666.5,-0.803856861
667,-0.79863551
667.5,-0.79335334
668,-0.788010754
668.5,-0.782608157
669,-0.777145961
669.5,-0.771624583
670,-0.766044443
670.5,-0.760405966
671,-0.75470958
671.5,-0.748955721
672,-0.743144825
672.5,-0.737277337
673,-0.731353702
673.5,-0.725374371
674,-0.7193398
674.5,-0.713250449
675,-0.707106781
675.5,-0.700909264
676,-0.69465837
676.5,-0.688354576
677,-0.68199836
677.5,-0.675590208
678,-0.669130606
678.5,-0.662620048
679,-0.656059029
679.5,-0.649448048
680,-0.64278761
680.5,-0.63607822
681,-0.629320391
681.5,-0.622514637
682,-0.615661475
682.5,-0.608761429
683,-0.601815023
683.5,-0.594822787
684,-0.587785252
684.5,-0.580702956
685,-0.573576436
685.5,-0.566406237
686,-0.559192903
686.5,-0.551936985
687,-0.544639035
687.5,-0.537299608
688,-0.529919264
688.5,-0.522498565
689,-0.515038075
689.5,-0.507538363
690,-0.5
690.5,-0.49242356
691,-0.48480962
691.5,-0.47715876
692,-0.469471563
692.5,-0.461748613
693,-0.4539905
693.5,-0.446197813
694,-0.438371147
694.5,-0.430511097
695,-0.422618262
695.5,-0.414693243
696,-0.406736643
696.5,-0.398749069
697,-0.390731128
697.5,-0.382683432
698,-0.374606593
698.5,-0.366501227
699,-0.35836795
699.5,-0.350207381
700,-0.342020143
700.5,-0.333806859
701,-0.325568154
701.5,-0.317304656
702,-0.309016994
702.5,-0.3007058
703,-0.292371705
703.5,-0.284015345
704,-0.275637356
704.5,-0.267238376
705,-0.258819045
705.5,-0.250380004
706,-0.241921896
706.5,-0.233445364
707,-0.224951054
707.5,-0.216439614
708,-0.207911691
708.5,-0.199367934
709,-0.190808995
709.5,-0.182235525
710,-0.173648178
710.5,-0.165047606
711,-0.156434465
711.5,-0.147809411
712,-0.139173101
712.5,-0.130526192
713,-0.121869343
713.5,-0.113203214
714,-0.104528463
714.5,-0.095845753
715,-0.087155743
715.5,-0.078459096
716,-0.069756474
716.5,-0.06104854
717,-0.052335956
717.5,-0.043619387
718,-0.034899497
718.5,-0.026176948
719,-0.017452406
719.5,-0.008726535
720,0
