Value1,Value2,Result
876,20,43.8
875,3,291.6666667
874,12,72.83333333
873,11,79.36363636
872,14,62.28571429
871,14,62.21428571
870,8,108.75
869,11,79
868,5,173.6
867,9,96.33333333
866,16,54.125
865,5,173
864,2,432
863,8,107.875
862,8,107.75
861,17,50.64705882
860,7,122.8571429
859,12,71.58333333
858,7,122.5714286
857,16,53.5625
856,9,95.11111111
855,6,142.5
854,6,142.3333333
853,19,44.89473684
852,4,213
851,1,851
850,16,53.125
849,7,121.2857143
848,16,53
847,20,42.35
846,3,282
845,11,76.81818182
844,7,120.5714286
843,12,70.25
842,17,49.52941176
841,18,46.72222222
840,19,44.21052632
839,7,119.8571429
838,4,209.5
837,19,44.05263158
836,10,83.6
835,2,417.5
834,5,166.8
833,5,166.6
832,6,138.6666667
831,5,166.2
830,13,63.84615385
829,6,138.1666667
828,8,103.5
827,6,137.8333333
826,14,59
825,8,103.125
824,14,58.85714286
823,5,164.6
822,10,82.2
821,7,117.2857143
820,9,91.11111111
819,5,163.8
818,4,204.5
817,20,40.85
816,19,42.94736842
815,18,45.27777778
814,8,101.75
813,17,47.82352941
812,17,47.76470588
811,1,811
810,15,54
809,18,44.94444444
808,6,134.6666667
807,2,403.5
806,18,44.77777778
805,7,115
804,6,134
803,8,100.375
802,1,802
801,11,72.81818182
800,18,44.44444444
799,12,66.58333333
798,5,159.6
797,4,199.25
796,19,41.89473684
795,16,49.6875
794,10,79.4
793,14,56.64285714
792,14,56.57142857
791,20,39.55
790,4,197.5
789,15,52.6
788,2,394
787,19,41.42105263
786,5,157.2
785,10,78.5
784,3,261.3333333
783,10,78.3
782,13,60.15384615
781,6,130.1666667
780,6,130
779,17,45.82352941
778,19,40.94736842
777,10,77.7
776,6,129.3333333
775,3,258.3333333
774,18,43
773,8,96.625
772,19,40.63157895
771,16,48.1875
770,9,85.55555556
769,1,769
768,18,42.66666667
767,20,38.35
766,16,47.875
765,19,40.26315789
764,18,42.44444444
763,5,152.6
762,4,190.5
761,2,380.5
760,2,380
759,10,75.9
758,8,94.75
757,11,68.81818182
756,11,68.72727273
755,17,44.41176471
754,15,50.26666667
753,18,41.83333333
752,19,39.57894737
751,11,68.27272727
750,18,41.66666667
749,20,37.45
748,11,68
747,12,62.25
746,11,67.81818182
745,10,74.5
744,3,248
743,6,123.8333333
742,17,43.64705882
741,20,37.05
740,17,43.52941176
739,7,105.5714286
738,15,49.2
737,7,105.2857143
736,1,736
735,17,43.23529412
734,9,81.55555556
733,16,45.8125
732,1,732
731,13,56.23076923
730,16,45.625
729,16,45.5625
728,6,121.3333333
727,12,60.58333333
726,19,38.21052632
725,8,90.625
724,14,51.71428571
723,17,42.52941176
722,12,60.16666667
721,3,240.3333333
720,20,36
719,2,359.5
718,1,718
717,12,59.75
716,9,79.55555556
715,17,42.05882353
714,6,119
713,5,142.6
712,10,71.2
711,5,142.2
710,14,50.71428571
709,4,177.25
708,8,88.5
707,18,39.27777778
706,4,176.5
705,5,141
704,15,46.93333333
703,5,140.6
702,8,87.75
701,6,116.8333333
700,20,35
699,2,349.5
698,14,49.85714286
697,19,36.68421053
696,8,87
695,6,115.8333333
694,16,43.375
693,10,69.3
692,6,115.3333333
691,15,46.06666667
690,4,172.5
689,7,98.42857143
688,5,137.6
687,15,45.8
686,4,171.5
685,19,36.05263158
684,3,228
683,15,45.53333333
682,12,56.83333333
681,2,340.5
680,5,136
679,9,75.44444444
678,20,33.9
677,18,37.61111111
676,3,225.3333333
675,17,39.70588235
674,19,35.47368421
673,7,96.14285714
672,7,96
671,2,335.5
670,14,47.85714286
669,9,74.33333333
668,17,39.29411765
667,2,333.5
666,6,111
665,3,221.6666667
664,10,66.4
663,5,132.6
662,17,38.94117647
661,11,60.09090909
660,10,66
659,3,219.6666667
658,17,38.70588235
657,7,93.85714286
656,13,50.46153846
655,13,50.38461538
654,6,109
653,14,46.64285714
652,13,50.15384615
651,18,36.16666667
650,11,59.09090909
649,13,49.92307692
648,9,72
647,3,215.6666667
646,5,129.2
645,5,129
644,8,80.5
643,16,40.1875
642,19,33.78947368
641,13,49.30769231
640,7,91.42857143
639,15,42.6
638,17,37.52941176
637,3,212.3333333
636,16,39.75
635,18,35.27777778
634,4,158.5
633,6,105.5
632,7,90.28571429
631,10,63.1
630,1,630
629,19,33.10526316
628,7,89.71428571
627,20,31.35
626,15,41.73333333
625,3,208.3333333
624,1,624
623,17,36.64705882
622,11,56.54545455
621,10,62.1
620,16,38.75
619,9,68.77777778
618,7,88.28571429
617,18,34.27777778
616,11,56
615,18,34.16666667
614,17,36.11764706
613,19,32.26315789
612,20,30.6
611,19,32.15789474
610,9,67.77777778
609,6,101.5
608,19,32
607,16,37.9375
606,4,151.5
605,1,605
604,4,151
603,10,60.3
602,12,50.16666667
601,12,50.08333333
600,6,100
599,6,99.83333333
598,20,29.9
597,19,31.42105263
596,17,35.05882353
595,9,66.11111111
594,2,297
593,2,296.5
592,18,32.88888889
591,3,197
590,5,118
589,3,196.3333333
588,2,294
587,10,58.7
586,7,83.71428571
585,19,30.78947368
584,4,146
583,3,194.3333333
582,18,32.33333333
581,9,64.55555556
580,9,64.44444444
579,5,115.8
578,11,52.54545455
577,10,57.7
576,12,48
575,16,35.9375
574,13,44.15384615
573,18,31.83333333
572,20,28.6
571,20,28.55
570,3,190
569,1,569
568,11,51.63636364
567,2,283.5
566,12,47.16666667
565,2,282.5
564,3,188
563,18,31.27777778
562,13,43.23076923
561,8,70.125
560,9,62.22222222
559,11,50.81818182
558,2,279
557,18,30.94444444
556,12,46.33333333
555,6,92.5
554,10,55.4
553,14,39.5
552,16,34.5
551,5,110.2
550,20,27.5
549,11,49.90909091
548,14,39.14285714
547,19,28.78947368
546,20,27.3
545,2,272.5
544,8,68
543,5,108.6
542,1,542
541,19,28.47368421
540,8,67.5
539,10,53.9
538,3,179.3333333
537,3,179
536,5,107.2
535,20,26.75
534,4,133.5
533,12,44.41666667
532,11,48.36363636
531,2,265.5
530,11,48.18181818
529,5,105.8
528,4,132
527,18,29.27777778
526,18,29.22222222
525,16,32.8125
524,9,58.22222222
523,9,58.11111111
522,19,27.47368421
521,2,260.5
520,16,32.5
519,16,32.4375
518,1,518
517,14,36.92857143
516,18,28.66666667
515,8,64.375
514,20,25.7
513,2,256.5
512,3,170.6666667
511,10,51.1
510,13,39.23076923
509,1,509
508,20,25.4
507,15,33.8
506,13,38.92307692
505,11,45.90909091
504,15,33.6
503,1,503
502,20,25.1
501,1,501
500,17,29.41176471
499,18,27.72222222
498,13,38.30769231
497,5,99.4
496,7,70.85714286
495,9,55
494,4,123.5
493,1,493
492,20,24.6
491,10,49.1
490,12,40.83333333
489,4,122.25
488,16,30.5
487,20,24.35
486,14,34.71428571
485,16,30.3125
484,5,96.8
483,16,30.1875
482,13,37.07692308
481,4,120.25
480,18,26.66666667
479,18,26.61111111
478,17,28.11764706
477,18,26.5
476,19,25.05263158
475,9,52.77777778
474,8,59.25
473,3,157.6666667
472,2,236
471,15,31.4
470,7,67.14285714
469,8,58.625
468,10,46.8
467,15,31.13333333
466,19,24.52631579
465,20,23.25
464,16,29
463,3,154.3333333
462,19,24.31578947
461,12,38.41666667
460,2,230
459,19,24.15789474
458,14,32.71428571
457,4,114.25
456,19,24
455,19,23.94736842
454,20,22.7
453,8,56.625
452,1,452
451,15,30.06666667
450,12,37.5
449,3,149.6666667
448,15,29.86666667
447,3,149
446,11,40.54545455
445,15,29.66666667
444,11,40.36363636
443,6,73.83333333
442,13,34
441,18,24.5
440,8,55
439,14,31.35714286
438,17,25.76470588
437,12,36.41666667
436,5,87.2
435,11,39.54545455
434,19,22.84210526
433,17,25.47058824
432,18,24
431,13,33.15384615
430,1,430
429,13,33
428,6,71.33333333
427,12,35.58333333
426,13,32.76923077
425,19,22.36842105
424,3,141.3333333
423,10,42.3
422,16,26.375
421,7,60.14285714
420,14,30
419,19,22.05263158
418,18,23.22222222
417,17,24.52941176
416,7,59.42857143
415,14,29.64285714
414,6,69
413,11,37.54545455
412,17,24.23529412
411,13,31.61538462
410,4,102.5
409,9,45.44444444
408,14,29.14285714
407,6,67.83333333
406,13,31.23076923
405,14,28.92857143
404,17,23.76470588
403,4,100.75
402,19,21.15789474
401,5,80.2
400,14,28.57142857
399,7,57
398,9,44.22222222
397,5,79.4
396,18,22
395,9,43.88888889
394,2,197
393,11,35.72727273
392,10,39.2
391,12,32.58333333
390,13,30
389,11,35.36363636
388,14,27.71428571
387,7,55.28571429
386,7,55.14285714
385,7,55
384,13,29.53846154
383,18,21.27777778
382,9,42.44444444
381,7,54.42857143
380,15,25.33333333
379,2,189.5
378,5,75.6
377,16,23.5625
376,7,53.71428571
375,14,26.78571429
374,14,26.71428571
373,15,24.86666667
372,14,26.57142857
371,11,33.72727273
370,6,61.66666667
369,20,18.45
368,7,52.57142857
367,9,40.77777778
366,14,26.14285714
365,13,28.07692308
364,1,364
363,6,60.5
362,12,30.16666667
361,10,36.1
360,2,180
359,4,89.75
358,16,22.375
357,8,44.625
356,1,356
355,1,355
354,1,354
353,18,19.61111111
352,12,29.33333333
351,9,39
350,19,18.42105263
349,12,29.08333333
348,4,87
347,10,34.7
346,14,24.71428571
345,10,34.5
344,4,86
343,19,18.05263158
342,4,85.5
341,2,170.5
340,15,22.66666667
339,7,48.42857143
338,4,84.5
337,5,67.4
336,4,84
335,15,22.33333333
334,8,41.75
333,20,16.65
332,11,30.18181818
331,8,41.375
330,11,30
329,17,19.35294118
328,9,36.44444444
327,6,54.5
326,15,21.73333333
325,12,27.08333333
324,4,81
323,14,23.07142857
322,7,46
321,14,22.92857143
320,16,20
319,11,29
318,3,106
317,15,21.13333333
316,5,63.2
315,6,52.5
314,8,39.25
313,2,156.5
312,2,156
311,6,51.83333333
310,18,17.22222222
309,12,25.75
308,20,15.4
307,16,19.1875
306,1,306
305,16,19.0625
304,12,25.33333333
303,15,20.2
302,7,43.14285714
301,14,21.5
300,5,60
299,6,49.83333333
298,19,15.68421053
297,11,27
296,15,19.73333333
295,9,32.77777778
294,5,58.8
293,12,24.41666667
292,18,16.22222222
291,17,17.11764706
290,9,32.22222222
289,12,24.08333333
288,7,41.14285714
287,13,22.07692308
286,20,14.3
285,14,20.35714286
284,7,40.57142857
283,4,70.75
282,17,16.58823529
281,1,281
280,8,35
279,5,55.8
278,15,18.53333333
277,20,13.85
276,19,14.52631579
275,15,18.33333333
274,17,16.11764706
273,8,34.125
272,14,19.42857143
271,18,15.05555556
270,9,30
269,3,89.66666667
268,11,24.36363636
267,8,33.375
266,14,19
265,18,14.72222222
264,1,264
263,4,65.75
262,17,15.41176471
261,19,13.73684211
260,16,16.25
259,7,37
258,20,12.9
257,15,17.13333333
256,9,28.44444444
255,12,21.25
254,14,18.14285714
253,10,25.3
252,6,42
251,10,25.1
250,17,14.70588235
249,9,27.66666667
248,10,24.8
247,6,41.16666667
246,20,12.3
245,20,12.25
244,19,12.84210526
243,11,22.09090909
242,15,16.13333333
241,19,12.68421053
240,19,12.63157895
239,5,47.8
238,4,59.5
237,11,21.54545455
236,4,59
235,20,11.75
234,14,16.71428571
233,3,77.66666667
232,18,12.88888889
231,5,46.2
230,14,16.42857143
229,13,17.61538462
228,13,17.53846154
227,4,56.75
226,5,45.2
225,14,16.07142857
224,8,28
223,20,11.15
222,16,13.875
221,8,27.625
220,3,73.33333333
219,16,13.6875
218,8,27.25
217,13,16.69230769
216,2,108
215,3,71.66666667
214,13,16.46153846
213,7,30.42857143
212,14,15.14285714
211,1,211
210,3,70
209,10,20.9
208,9,23.11111111
207,11,18.81818182
206,19,10.84210526
205,18,11.38888889
204,1,204
203,15,13.53333333
202,11,18.36363636
201,1,201
200,11,18.18181818
199,12,16.58333333
198,17,11.64705882
197,2,98.5
196,16,12.25
195,20,9.75
194,10,19.4
193,18,10.72222222
192,8,24
191,11,17.36363636
190,7,27.14285714
189,4,47.25
188,3,62.66666667
187,20,9.35
186,13,14.30769231
185,10,18.5
184,13,14.15384615
183,9,20.33333333
182,12,15.16666667
181,17,10.64705882
180,4,45
179,10,17.9
178,12,14.83333333
177,2,88.5
176,13,13.53846154
175,7,25
174,11,15.81818182
173,17,10.17647059
172,13,13.23076923
171,4,42.75
170,9,18.88888889
169,12,14.08333333
168,3,56
167,15,11.13333333
166,1,166
165,4,41.25
164,20,8.2
163,9,18.11111111
162,15,10.8
161,18,8.944444444
160,6,26.66666667
159,2,79.5
158,16,9.875
157,15,10.46666667
156,18,8.666666667
155,16,9.6875
154,11,14
153,1,153
152,4,38
151,6,25.16666667
150,17,8.823529412
149,12,12.41666667
148,13,11.38461538
147,1,147
146,3,48.66666667
145,17,8.529411765
144,15,9.6
143,1,143
142,6,23.66666667
141,18,7.833333333
140,5,28
139,18,7.722222222
138,3,46
137,15,9.133333333
136,1,136
135,12,11.25
134,15,8.933333333
133,11,12.09090909
132,15,8.8
131,19,6.894736842
130,19,6.842105263
129,7,18.42857143
128,15,8.533333333
127,6,21.16666667
126,15,8.4
125,3,41.66666667
124,17,7.294117647
123,2,61.5
122,9,13.55555556
121,3,40.33333333
120,19,6.315789474
119,16,7.4375
118,13,9.076923077
117,18,6.5
116,5,23.2
115,9,12.77777778
114,17,6.705882353
113,9,12.55555556
112,18,6.222222222
111,2,55.5
110,11,10
109,5,21.8
108,17,6.352941176
107,1,107
106,1,106
105,6,17.5
104,17,6.117647059
103,20,5.15
102,2,51
101,12,8.416666667
100,20,5
99,7,14.14285714
98,13,7.538461538
97,11,8.818181818
96,7,13.71428571
95,16,5.9375
94,20,4.7
93,13,7.153846154
92,16,5.75
91,4,22.75
90,10,9
89,9,9.888888889
88,19,4.631578947
87,19,4.578947368
86,9,9.555555556
85,15,5.666666667
84,1,84
83,20,4.15
82,19,4.315789474
81,9,9
80,16,5
79,18,4.388888889
78,16,4.875
77,16,4.8125
76,20,3.8
75,17,4.411764706
74,2,37
73,15,4.866666667
72,13,5.538461538
71,13,5.461538462
70,9,7.777777778
69,20,3.45
68,16,4.25
67,8,8.375
66,8,8.25
65,8,8.125
64,9,7.111111111
63,12,5.25
62,5,12.4
61,12,5.083333333
60,2,30
59,4,14.75
58,14,4.142857143
57,9,6.333333333
56,17,3.294117647
55,4,13.75
54,18,3
53,20,2.65
52,4,13
51,6,8.5
50,5,10
49,1,49
48,13,3.692307692
47,17,2.764705882
46,11,4.181818182
45,11,4.090909091
44,1,44
43,7,6.142857143
42,11,3.818181818
41,8,5.125
40,16,2.5
39,2,19.5
38,15,2.533333333
37,6,6.166666667
36,7,5.142857143
35,11,3.181818182
34,15,2.266666667
33,3,11
32,5,6.4
31,1,31
30,11,2.727272727
29,6,4.833333333
28,8,3.5
27,19,1.421052632
26,17,1.529411765
25,15,1.666666667
24,6,4
23,13,1.769230769
22,9,2.444444444
21,9,2.333333333
20,17,1.176470588
19,7,2.714285714
18,8,2.25
17,18,0.944444444
16,14,1.142857143
15,4,3.75
14,9,1.555555556
13,17,0.764705882
12,8,1.5
11,9,1.222222222
10,15,0.666666667
9,17,0.529411765
8,20,0.4
7,10,0.7
6,18,0.333333333
5,13,0.384615385
4,20,0.2
3,6,0.5
2,2,1
1,5,0.2
0,11,0
4,1000,0.004
4,999,0.004004004
8,998,0.008016032
17,997,0.017051153
10,996,0.010040161
8,995,0.008040201
10,994,0.010060362
2,993,0.002014099
12,992,0.012096774
14,991,0.014127144
3,990,0.003030303
16,989,0.016177958
17,988,0.017206478
15,987,0.015197568
7,986,0.007099391
7,985,0.007106599
15,984,0.015243902
7,983,0.007121058
12,982,0.012219959
16,981,0.016309888
10,980,0.010204082
11,979,0.011235955
1,978,0.001022495
14,977,0.01432958
15,976,0.015368852
11,975,0.011282051
17,974,0.017453799
10,973,0.010277492
12,972,0.012345679
16,971,0.016477858
5,970,0.005154639
17,969,0.01754386
9,968,0.009297521
13,967,0.01344364
1,966,0.001035197
9,965,0.009326425
6,964,0.006224066
16,963,0.016614746
6,962,0.006237006
7,961,0.007284079
2,960,0.002083333
6,959,0.006256517
9,958,0.009394572
7,957,0.007314525
17,956,0.017782427
3,955,0.003141361
14,954,0.014675052
6,953,0.006295908
18,952,0.018907563
7,951,0.007360673
15,950,0.015789474
9,949,0.009483667
10,948,0.010548523
1,947,0.001055966
16,946,0.016913319
12,945,0.012698413
17,944,0.018008475
7,943,0.007423118
14,942,0.014861996
6,941,0.006376196
3,940,0.003191489
14,939,0.014909478
3,938,0.003198294
8,937,0.008537887
9,936,0.009615385
8,935,0.00855615
16,934,0.017130621
3,933,0.003215434
4,932,0.004291845
6,931,0.006444683
19,930,0.020430108
6,929,0.006458558
8,928,0.00862069
18,927,0.019417476
9,926,0.009719222
3,925,0.003243243
17,924,0.018398268
17,923,0.018418202
6,922,0.006507592
11,921,0.01194354
5,920,0.005434783
10,919,0.010881393
12,918,0.013071895
6,917,0.006543075
16,916,0.017467249
3,915,0.003278689
8,914,0.008752735
19,913,0.020810515
18,912,0.019736842
18,911,0.019758507
2,910,0.002197802
13,909,0.01430143
13,908,0.014317181
18,907,0.019845645
9,906,0.009933775
1,905,0.001104972
2,904,0.002212389
16,903,0.017718715
2,902,0.002217295
1,901,0.001109878
1,900,0.001111111
12,899,0.013348165
20,898,0.022271715
12,897,0.013377926
12,896,0.013392857
11,895,0.012290503
14,894,0.015659955
13,893,0.014557671
1,892,0.001121076
1,891,0.001122334
9,890,0.01011236
9,889,0.010123735
6,888,0.006756757
8,887,0.009019166
3,886,0.003386005
4,885,0.004519774
15,884,0.016968326
14,883,0.01585504
18,882,0.020408163
19,881,0.021566402
3,880,0.003409091
16,879,0.018202503
14,878,0.01594533
5,877,0.005701254
16,876,0.01826484
10,875,0.011428571
9,874,0.010297483
4,873,0.004581901
3,872,0.003440367
6,871,0.006888634
12,870,0.013793103
4,869,0.004602992
8,868,0.00921659
9,867,0.010380623
10,866,0.011547344
6,865,0.006936416
18,864,0.020833333
3,863,0.003476246
8,862,0.009280742
11,861,0.012775842
11,860,0.012790698
5,859,0.005820722
19,858,0.022144522
15,857,0.017502917
13,856,0.015186916
10,855,0.011695906
17,854,0.019906323
2,853,0.002344666
1,852,0.001173709
6,851,0.007050529
7,850,0.008235294
7,849,0.008244994
19,848,0.02240566
7,847,0.008264463
7,846,0.008274232
18,845,0.021301775
14,844,0.016587678
14,843,0.016607355
12,842,0.014251781
8,841,0.009512485
18,840,0.021428571
16,839,0.019070322
7,838,0.008353222
19,837,0.022700119
16,836,0.019138756
12,835,0.014371257
7,834,0.008393285
6,833,0.007202881
11,832,0.013221154
1,831,0.001203369
10,830,0.012048193
3,829,0.003618818
10,828,0.012077295
6,827,0.007255139
12,826,0.014527845
1,825,0.001212121
11,824,0.013349515
20,823,0.024301337
13,822,0.015815085
17,821,0.020706456
5,820,0.006097561
12,819,0.014652015
20,818,0.024449878
18,817,0.022031824
4,816,0.004901961
19,815,0.023312883
5,814,0.006142506
1,813,0.001230012
6,812,0.007389163
20,811,0.024660912
11,810,0.013580247
3,809,0.003708282
6,808,0.007425743
10,807,0.012391574
12,806,0.014888337
11,805,0.013664596
9,804,0.01119403
7,803,0.00871731
3,802,0.003740648
19,801,0.02372035
11,800,0.01375
2,799,0.002503129
1,798,0.001253133
13,797,0.016311167
11,796,0.013819095
12,795,0.01509434
7,794,0.008816121
14,793,0.017654477
1,792,0.001262626
20,791,0.02528445
8,790,0.010126582
12,789,0.015209125
7,788,0.008883249
8,787,0.010165184
8,786,0.010178117
1,785,0.001273885
13,784,0.016581633
11,783,0.014048531
9,782,0.011508951
11,781,0.014084507
3,780,0.003846154
1,779,0.001283697
17,778,0.0218509
9,777,0.011583012
17,776,0.021907216
20,775,0.025806452
10,774,0.012919897
14,773,0.018111255
14,772,0.018134715
8,771,0.010376135
11,770,0.014285714
20,769,0.026007802
19,768,0.024739583
7,767,0.009126467
15,766,0.019582245
2,765,0.002614379
18,764,0.023560209
13,763,0.017038008
3,762,0.003937008
6,761,0.007884363
10,760,0.013157895
15,759,0.019762846
14,758,0.018469657
16,757,0.021136063
13,756,0.017195767
6,755,0.00794702
14,754,0.018567639
14,753,0.018592297
14,752,0.018617021
10,751,0.013315579
10,750,0.013333333
12,749,0.016021362
7,748,0.009358289
10,747,0.013386881
16,746,0.021447721
1,745,0.001342282
13,744,0.017473118
13,743,0.017496635
15,742,0.020215633
10,741,0.013495277
12,740,0.016216216
10,739,0.0135318
18,738,0.024390244
4,737,0.005427408
8,736,0.010869565
13,735,0.017687075
7,734,0.009536785
13,733,0.017735334
8,732,0.010928962
19,731,0.025991792
20,730,0.02739726
2,729,0.002743484
5,728,0.006868132
19,727,0.026134801
1,726,0.00137741
2,725,0.002758621
16,724,0.022099448
18,723,0.024896266
1,722,0.001385042
16,721,0.022191401
3,720,0.004166667
4,719,0.005563282
9,718,0.012534819
1,717,0.0013947
17,716,0.023743017
12,715,0.016783217
2,714,0.00280112
11,713,0.01542777
6,712,0.008426966
5,711,0.007032349
18,710,0.025352113
20,709,0.028208745
19,708,0.026836158
20,707,0.028288543
8,706,0.011331445
5,705,0.007092199
8,704,0.011363636
5,703,0.007112376
1,702,0.001424501
16,701,0.022824536
20,700,0.028571429
8,699,0.011444921
9,698,0.012893983
17,697,0.024390244
20,696,0.028735632
19,695,0.027338129
6,694,0.008645533
2,693,0.002886003
6,692,0.00867052
4,691,0.005788712
1,690,0.001449275
20,689,0.029027576
15,688,0.021802326
3,687,0.004366812
2,686,0.002915452
14,685,0.020437956
7,684,0.010233918
17,683,0.02489019
8,682,0.011730205
6,681,0.008810573
13,680,0.019117647
13,679,0.019145803
8,678,0.01179941
4,677,0.005908419
5,676,0.00739645
5,675,0.007407407
5,674,0.007418398
11,673,0.016344725
1,672,0.001488095
3,671,0.004470939
13,670,0.019402985
2,669,0.002989537
18,668,0.026946108
1,667,0.00149925
7,666,0.010510511
3,665,0.004511278
4,664,0.006024096
6,663,0.009049774
7,662,0.010574018
14,661,0.02118003
5,660,0.007575758
11,659,0.016691958
11,658,0.016717325
20,657,0.0304414
16,656,0.024390244
4,655,0.00610687
14,654,0.021406728
7,653,0.010719755
12,652,0.018404908
3,651,0.004608295
18,650,0.027692308
20,649,0.030816641
8,648,0.012345679
9,647,0.013910355
11,646,0.017027864
14,645,0.021705426
8,644,0.01242236
8,643,0.01244168
3,642,0.004672897
20,641,0.031201248
13,640,0.0203125
12,639,0.018779343
19,638,0.029780564
12,637,0.018838305
5,636,0.007861635
5,635,0.007874016
14,634,0.022082019
4,633,0.006319115
12,632,0.018987342
4,631,0.006339144
1,630,0.001587302
11,629,0.017488076
1,628,0.001592357
1,627,0.001594896
2,626,0.003194888
1,625,0.0016
17,624,0.02724359
3,623,0.004815409
6,622,0.009646302
13,621,0.020933977
1,620,0.001612903
10,619,0.016155089
8,618,0.012944984
2,617,0.003241491
15,616,0.024350649
13,615,0.021138211
8,614,0.013029316
8,613,0.013050571
11,612,0.017973856
10,611,0.016366612
10,610,0.016393443
1,609,0.001642036
9,608,0.014802632
8,607,0.013179572
15,606,0.024752475
15,605,0.024793388
15,604,0.024834437
14,603,0.023217247
19,602,0.031561462
2,601,0.003327787
19,600,0.031666667
14,599,0.023372287
3,598,0.005016722
1,597,0.001675042
2,596,0.003355705
7,595,0.011764706
7,594,0.011784512
18,593,0.030354132
6,592,0.010135135
2,591,0.003384095
17,590,0.028813559
7,589,0.01188455
10,588,0.017006803
3,587,0.005110733
1,586,0.001706485
14,585,0.023931624
7,584,0.011986301
18,583,0.030874786
1,582,0.001718213
18,581,0.030981067
6,580,0.010344828
10,579,0.017271157
5,578,0.008650519
19,577,0.032928943
17,576,0.029513889
12,575,0.020869565
6,574,0.010452962
17,573,0.029668412
3,572,0.005244755
8,571,0.014010508
14,570,0.024561404
18,569,0.031634446
18,568,0.031690141
4,567,0.007054674
7,566,0.012367491
10,565,0.017699115
16,564,0.028368794
20,563,0.035523979
14,562,0.024911032
1,561,0.001782531
2,560,0.003571429
3,559,0.005366726
16,558,0.028673835
10,557,0.017953321
11,556,0.019784173
9,555,0.016216216
20,554,0.036101083
10,553,0.018083183
10,552,0.018115942
3,551,0.005444646
11,550,0.02
13,549,0.023679417
3,548,0.005474453
15,547,0.027422303
3,546,0.005494505
5,545,0.009174312
18,544,0.033088235
6,543,0.011049724
9,542,0.016605166
20,541,0.036968577
17,540,0.031481481
14,539,0.025974026
12,538,0.022304833
18,537,0.033519553
15,536,0.027985075
1,535,0.001869159
14,534,0.026217228
20,533,0.037523452
7,532,0.013157895
9,531,0.016949153
9,530,0.016981132
15,529,0.028355388
9,528,0.017045455
5,527,0.009487666
10,526,0.019011407
15,525,0.028571429
10,524,0.019083969
16,523,0.030592734
2,522,0.003831418
6,521,0.011516315
6,520,0.011538462
4,519,0.007707129
10,518,0.019305019
3,517,0.005802708
6,516,0.011627907
4,515,0.00776699
11,514,0.021400778
7,513,0.013645224
18,512,0.03515625
9,511,0.017612524
18,510,0.035294118
6,509,0.011787819
12,508,0.023622047
12,507,0.023668639
15,506,0.029644269
3,505,0.005940594
16,504,0.031746032
7,503,0.013916501
11,502,0.021912351
16,501,0.031936128
6,500,0.012
9,499,0.018036072
10,498,0.020080321
16,497,0.032193159
6,496,0.012096774
4,495,0.008080808
13,494,0.026315789
2,493,0.004056795
14,492,0.028455285
1,491,0.00203666
1,490,0.002040816
16,489,0.032719836
4,488,0.008196721
17,487,0.034907598
3,486,0.00617284
5,485,0.010309278
10,484,0.020661157
7,483,0.014492754
6,482,0.012448133
11,481,0.022869023
4,480,0.008333333
15,479,0.03131524
14,478,0.029288703
2,477,0.004192872
3,476,0.006302521
4,475,0.008421053
16,474,0.033755274
9,473,0.019027484
7,472,0.014830508
