Value1,Value2,Result
-585,846,-1431
459,583,-124
825,-51,876
855,537,318
932,-526,1458
493,-567,1060
-27,-171,144
-65,380,-445
313,882,-569
385,279,106
-85,-84,-1
204,912,-708
-811,-885,74
304,514,-210
-999,612,-1611
-326,557,-883
342,410,-68
465,-105,570
-940,819,-1759
911,195,716
445,-373,818
225,-47,272
804,690,114
-695,834,-1529
-879,-304,-575
-51,682,-733
-213,-677,464
667,577,90
-211,-888,677
-479,-152,-327
-627,-700,73
-451,517,-968
-230,628,-858
-652,-50,-602
-480,595,-1075
-889,884,-1773
-294,-81,-213
-378,-160,-218
-231,-688,457
-291,-433,142
-54,-762,708
929,856,73
792,-739,1531
-366,929,-1295
-896,-844,-52
-139,932,-1071
212,894,-682
-91,-183,92
353,750,-397
336,912,-576
887,-426,1313
-142,-797,655
-873,-867,-6
-399,775,-1174
-347,395,-742
-535,-740,205
-338,-389,51
-163,-363,200
-594,-486,-108
652,760,-108
-5,-277,272
-294,24,-318
190,-801,991
753,-670,1423
-393,-901,508
-183,916,-1099
-17,943,-960
-38,-136,98
-298,262,-560
205,-84,289
223,-49,272
-48,-288,240
845,-216,1061
-57,913,-970
-251,388,-639
248,-425,673
617,762,-145
225,989,-764
524,961,-437
-138,929,-1067
242,-807,1049
25,164,-139
-902,-949,47
-344,-460,116
-521,-24,-497
965,-983,1948
170,-212,382
823,54,769
-4,-298,294
-851,-637,-214
-224,54,-278
227,-349,576
-593,-98,-495
-862,251,-1113
-698,378,-1076
-943,456,-1399
349,173,176
-977,240,-1217
838,-940,1778
164,-240,404
-239,-933,694
654,-527,1181
-94,-249,155
-229,978,-1207
216,-332,548
833,-234,1067
232,-163,395
113,295,-182
-663,411,-1074
936,-82,1018
994,293,701
169,902,-733
-632,175,-807
806,599,207
-89,-83,-6
323,-96,419
-42,-969,927
982,-491,1473
970,-156,1126
-378,-841,463
-947,-95,-852
421,876,-455
-232,-452,220
878,-513,1391
-390,-758,368
127,-217,344
-648,76,-724
-844,6,-850
207,-588,795
262,635,-373
231,409,-178
-386,-635,249
443,241,202
-492,-376,-116
-115,-805,690
535,374,161
-712,988,-1700
978,-775,1753
22,-611,633
139,-546,685
-196,593,-789
-433,303,-736
701,647,54
-10,824,-834
804,699,105
418,847,-429
363,-716,1079
365,866,-501
899,552,347
502,569,-67
734,-478,1212
468,-231,699
-423,659,-1082
-345,-124,-221
-654,-404,-250
131,-84,215
-188,502,-690
-16,-866,850
182,-276,458
-166,-874,708
965,156,809
-348,881,-1229
-482,-381,-101
880,38,842
17,993,-976
-942,-735,-207
481,-286,767
529,68,461
91,120,-29
-132,-223,91
-687,-741,54
-801,436,-1237
663,-519,1182
375,83,292
-604,914,-1518
-780,697,-1477
-674,159,-833
-913,24,-937
783,-350,1133
959,374,585
984,262,722
963,-895,1858
968,811,157
-283,566,-849
874,874,0
228,240,-12
-690,835,-1525
669,-270,939
989,230,759
382,-994,1376
934,-516,1450
-239,925,-1164
-847,900,-1747
-512,877,-1389
230,-881,1111
-119,-991,872
924,-573,1497
-853,-110,-743
756,921,-165
871,-5,876
139,-160,299
-863,13,-876
-99,870,-969
867,-579,1446
-877,-854,-23
432,894,-462
-868,-46,-822
605,-570,1175
-934,919,-1853
728,-716,1444
-943,863,-1806
-322,663,-985
-426,609,-1035
867,859,8
-651,-299,-352
208,757,-549
-540,34,-574
4,-632,636
266,-253,519
-81,-841,760
-544,301,-845
595,-768,1363
-719,502,-1221
-187,-761,574
-524,876,-1400
-30,-226,196
-718,-419,-299
-774,640,-1414
-4,-195,191
7,-921,928
-507,-816,309
404,279,125
-716,519,-1235
649,-933,1582
-388,653,-1041
-46,-42,-4
-279,-520,241
-887,476,-1363
-237,533,-770
-28,-972,944
143,191,-48
-574,-369,-205
-856,484,-1340
582,466,116
-733,464,-1197
-449,538,-987
-28,300,-328
-211,416,-627
-668,-119,-549
-881,-420,-461
-842,-180,-662
-560,-843,283
-191,968,-1159
-851,847,-1698
-379,-159,-220
-423,-25,-398
900,-823,1723
473,950,-477
-783,17,-800
-178,117,-295
-52,-675,623
-678,-575,-103
-524,-73,-451
603,-825,1428
-172,-379,207
665,855,-190
-431,-367,-64
79,-64,143
-247,864,-1111
514,299,215
-679,389,-1068
-684,-252,-432
-82,821,-903
373,872,-499
-995,539,-1534
-113,-8,-105
-683,734,-1417
-178,-623,445
161,-949,1110
559,142,417
-369,862,-1231
155,384,-229
169,-735,904
623,-29,652
-568,-220,-348
-47,-213,166
974,350,624
-881,319,-1200
417,-558,975
-752,-381,-371
647,153,494
-812,491,-1303
-24,559,-583
961,605,356
419,-232,651
-589,150,-739
721,832,-111
53,544,-491
835,-535,1370
-721,-413,-308
-798,91,-889
739,488,251
-643,-740,97
-515,-838,323
-894,-379,-515
-622,803,-1425
-753,412,-1165
518,-250,768
-935,309,-1244
-334,505,-839
33,-215,248
401,-13,414
244,-129,373
349,430,-81
754,-82,836
-142,390,-532
-972,538,-1510
608,-436,1044
874,771,103
-913,-173,-740
736,269,467
201,-26,227
-632,602,-1234
886,-862,1748
107,-604,711
638,845,-207
819,577,242
-470,597,-1067
461,-756,1217
-649,-432,-217
-788,-353,-435
-731,-276,-455
457,697,-240
749,304,445
-773,66,-839
-389,-342,-47
-897,-853,-44
-938,-875,-63
-556,546,-1102
492,-395,887
434,-713,1147
129,141,-12
564,785,-221
618,-472,1090
2,-998,1000
843,-32,875
-785,222,-1007
-960,914,-1874
-117,715,-832
-407,33,-440
773,312,461
180,-223,403
-218,-825,607
921,-186,1107
-673,406,-1079
569,313,256
-966,-865,-101
-16,63,-79
557,487,70
-611,-802,191
732,45,687
-905,-844,-61
-558,323,-881
-576,32,-608
-278,863,-1141
912,534,378
967,-486,1453
-746,95,-841
123,36,87
-63,615,-678
91,761,-670
255,978,-723
426,-114,540
786,197,589
697,-473,1170
-140,-599,459
-854,718,-1572
190,-310,500
315,983,-668
-445,-678,233
93,-636,729
-584,576,-1160
602,-857,1459
-904,823,-1727
262,-66,328
358,60,298
223,275,-52
710,-360,1070
974,-665,1639
-851,-808,-43
-877,-343,-534
-650,813,-1463
-764,-579,-185
714,436,278
683,888,-205
-829,916,-1745
-836,138,-974
575,-636,1211
-972,-943,-29
-7,443,-450
99,182,-83
-343,-403,60
401,212,189
-478,766,-1244
-532,720,-1252
-189,19,-208
-904,-963,59
14,-924,938
-995,-269,-726
-689,-361,-328
569,396,173
666,168,498
-720,-885,165
873,-903,1776
-802,351,-1153
582,-730,1312
-990,571,-1561
-753,-405,-348
166,497,-331
190,-180,370
-623,118,-741
-219,154,-373
689,-344,1033
-392,194,-586
-470,-186,-284
-268,-302,34
398,-964,1362
316,856,-540
-239,-679,440
-763,96,-859
433,-39,472
81,133,-52
502,927,-425
363,-286,649
730,126,604
-142,111,-253
581,70,511
987,146,841
-63,-582,519
-794,-213,-581
-746,-742,-4
-209,-905,696
-475,188,-663
59,859,-800
702,-547,1249
289,323,-34
660,800,-140
-478,446,-924
-952,842,-1794
162,-24,186
906,-83,989
179,-900,1079
566,-586,1152
-660,-439,-221
569,-96,665
403,348,55
-590,-290,-300
-672,-729,57
513,-645,1158
186,295,-109
763,856,-93
-112,-43,-69
793,491,302
-692,271,-963
847,-129,976
676,-483,1159
193,102,91
642,-838,1480
-531,-44,-487
-508,240,-748
-243,542,-785
334,43,291
-99,916,-1015
-739,-302,-437
207,313,-106
104,-348,452
-599,996,-1595
82,-836,918
408,-341,749
-844,-144,-700
-89,-653,564
-228,458,-686
633,290,343
889,316,573
741,76,665
968,-340,1308
352,-243,595
573,102,471
374,-373,747
-554,95,-649
661,-124,785
-162,-381,219
231,922,-691
-824,-335,-489
-616,375,-991
-667,1,-668
587,304,283
990,662,328
10,-175,185
-501,-36,-465
9,711,-702
-823,399,-1222
-825,343,-1168
970,-273,1243
-780,798,-1578
-903,366,-1269
808,-235,1043
461,-155,616
-279,111,-390
20,-618,638
-794,353,-1147
278,183,95
815,-870,1685
618,-106,724
-115,234,-349
-611,761,-1372
-805,-147,-658
-450,768,-1218
-799,-662,-137
496,568,-72
-853,-442,-411
907,487,420
-529,-364,-165
613,-251,864
485,470,15
121,998,-877
358,488,-130
43,-798,841
-394,318,-712
72,-248,320
865,297,568
523,-791,1314
326,-520,846
5,174,-169
421,-531,952
-218,600,-818
376,-413,789
-339,418,-757
-384,356,-740
871,594,277
-556,-436,-120
745,329,416
-976,-550,-426
-522,117,-639
731,-184,915
978,-495,1473
-527,174,-701
-279,387,-666
244,-53,297
274,140,134
459,-676,1135
942,-676,1618
26,611,-585
-187,-270,83
-449,372,-821
731,-54,785
706,598,108
703,398,305
74,806,-732
762,810,-48
658,46,612
-141,772,-913
-941,-877,-64
50,230,-180
-362,-66,-296
199,861,-662
494,249,245
-441,-138,-303
-976,882,-1858
-408,501,-909
-173,782,-955
-240,346,-586
-146,-1,-145
-753,45,-798
190,564,-374
492,638,-146
742,-260,1002
-957,-28,-929
-74,-561,487
-180,633,-813
-310,990,-1300
-794,-553,-241
332,-324,656
405,662,-257
437,-636,1073
483,100,383
-173,-240,67
-900,944,-1844
304,-95,399
322,-406,728
-142,-634,492
-101,-85,-16
35,-73,108
-596,-785,189
25,-540,565
213,-741,954
178,544,-366
-853,-240,-613
-637,-443,-194
-525,741,-1266
-278,90,-368
-757,-553,-204
489,821,-332
733,-406,1139
218,-465,683
-245,-444,199
731,-78,809
-218,-427,209
-845,-210,-635
-421,-645,224
-198,-331,133
-100,136,-236
503,557,-54
171,926,-755
979,-772,1751
-9,-322,313
-72,-467,395
-230,130,-360
331,-789,1120
-235,425,-660
869,-495,1364
-664,-948,284
-332,-818,486
-45,227,-272
329,364,-35
56,26,30
-693,820,-1513
321,-57,378
-350,-6,-344
351,743,-392
448,-706,1154
207,934,-727
-914,979,-1893
-135,-608,473
-655,-424,-231
-403,526,-929
-162,-336,174
782,-556,1338
-673,-408,-265
426,854,-428
677,-465,1142
-133,-370,237
481,319,162
-827,-220,-607
108,822,-714
202,-335,537
430,357,73
-40,-312,272
179,280,-101
-160,162,-322
-52,72,-124
83,-7,90
-474,-266,-208
-111,343,-454
-314,-241,-73
-102,-293,191
357,443,-86
-114,-295,181
80,-18,98
-291,403,-694
-227,-188,-39
-345,-417,72
397,63,334
-28,-190,162
-368,-181,-187
409,14,395
-423,-338,-85
256,309,-53
164,-454,618
-483,-82,-401
-304,419,-723
46,302,-256
195,352,-157
-415,25,-440
-141,-4,-137
-336,97,-433
228,349,-121
53,237,-184
164,159,5
-181,-104,-77
485,366,119
41,-335,376
313,347,-34
370,53,317
-471,325,-796
339,-360,699
-417,-370,-47
136,275,-139
-235,138,-373
217,-106,323
-325,-216,-109
-198,-273,75
461,-248,709
72,-31,103
-179,-332,153
-115,204,-319
-66,321,-387
-58,409,-467
141,-382,523
164,424,-260
-6,-331,325
-160,7,-167
167,-467,634
203,-267,470
-295,-288,-7
101,-393,494
324,104,220
-344,-285,-59
-410,480,-890
442,-376,818
-257,-487,230
61,13,48
363,-80,443
-393,252,-645
155,-348,503
495,-94,589
238,331,-93
165,257,-92
315,-431,746
175,358,-183
-42,173,-215
9,495,-486
62,323,-261
52,-302,354
106,42,64
-489,-35,-454
110,280,-170
-72,-244,172
-496,-404,-92
-227,95,-322
-403,-440,37
267,426,-159
296,232,64
-145,378,-523
182,436,-254
67,266,-199
367,211,156
182,-350,532
160,-223,383
197,162,35
-399,-293,-106
396,-162,558
354,-190,544
414,-310,724
-79,452,-531
-312,196,-508
149,474,-325
414,-415,829
-374,-194,-180
-404,-491,87
374,122,252
-98,-391,293
234,426,-192
311,229,82
-304,-443,139
87,-193,280
304,-250,554
-498,-146,-352
487,134,353
405,178,227
448,-447,895
-6,-13,7
465,298,167
11,153,-142
480,447,33
-108,482,-590
435,-220,655
-100,-439,339
-392,178,-570
-478,109,-587
-289,410,-699
-482,-253,-229
398,-242,640
336,-455,791
-26,-13,-13
-214,-477,263
-450,-248,-202
435,465,-30
-160,-254,94
-358,-62,-296
-468,-251,-217
451,-243,694
377,60,317
457,7,450
-429,455,-884
54,336,-282
-154,-250,96
265,401,-136
184,-491,675
-62,-363,301
-15,-40,25
-496,-457,-39
469,-156,625
-142,264,-406
5,-388,393
410,159,251
-350,327,-677
-179,83,-262
-492,260,-752
259,-482,741
95,489,-394
-417,160,-577
-9,44,-53
138,-186,324
120,248,-128
431,406,25
-439,-254,-185
-83,124,-207
155,293,-138
1,-422,423
-141,-134,-7
256,305,-49
-95,-113,18
291,98,193
-286,159,-445
226,308,-82
64,338,-274
-349,397,-746
-170,133,-303
-188,136,-324
498,207,291
252,-469,721
-41,270,-311
375,263,112
-340,52,-392
493,-293,786
298,-108,406
221,330,-109
285,21,264
394,450,-56
265,-250,515
360,-176,536
442,403,39
432,-391,823
-448,-155,-293
498,328,170
-116,373,-489
-384,-267,-117
451,392,59
166,-187,353
415,290,125
-409,-497,88
455,262,193
-70,-310,240
130,103,27
-313,-193,-120
-173,209,-382
450,-344,794
-33,442,-475
-479,-365,-114
256,226,30
208,-357,565
240,-475,715
-47,-224,177
204,99,105
341,-103,444
-62,124,-186
45,98,-53
115,156,-41
-428,-481,53
214,-453,667
-76,-347,271
484,84,400
485,66,419
-47,-64,17
420,-18,438
-403,383,-786
-437,449,-886
-177,182,-359
-445,-294,-151
339,-483,822
-269,110,-379
194,-239,433
455,481,-26
-322,127,-449
197,213,-16
459,196,263
-420,153,-573
-21,495,-516
-75,290,-365
165,-188,353
-58,236,-294
-413,437,-850
367,-212,579
-456,249,-705
-70,204,-274
-263,-327,64
480,-232,712
-381,-465,84
-300,250,-550
-95,-464,369
242,-250,492
-176,34,-210
-153,110,-263
-477,-322,-155
-15,-23,8
-44,-137,93
-87,-126,39
-363,498,-861
335,17,318
255,-134,389
471,52,419
274,-312,586
306,-425,731
342,-294,636
-397,-364,-33
-166,111,-277
245,171,74
226,479,-253
-420,112,-532
388,337,51
387,299,88
220,-93,313
-429,-24,-405
-304,134,-438
382,-15,397
157,-14,171
-431,-176,-255
458,211,247
242,-277,519
7,-166,173
-4,-194,190
383,-210,593
286,-282,568
393,-135,528
338,266,72
-310,321,-631
-231,-320,89
-30,-152,122
-348,127,-475
-188,42,-230
267,-367,634
-157,-118,-39
298,-185,483
234,101,133
104,13,91
-423,497,-920
379,-374,753
-267,-373,106
194,-445,639
265,-141,406
-450,-339,-111
20,439,-419
418,201,217
109,494,-385
309,-62,371
-157,-92,-65
134,-456,590
-331,460,-791
464,-114,578
207,-239,446
254,54,200
-360,177,-537
398,88,310
-179,387,-566
64,-129,193
-142,285,-427
487,88,399
375,93,282
128,-39,167
-262,186,-448
-303,283,-586
48,-393,441
-448,-227,-221
481,140,341
398,32,366
-438,285,-723
-315,35,-350
101,310,-209
-97,128,-225
207,294,-87
-456,378,-834
-304,52,-356
-219,-26,-193
1,-157,158
147,306,-159
-8,398,-406
61,-361,422
43,-236,279
6,-74,80
176,-431,607
-70,316,-386
-199,-434,235
-203,-135,-68
328,59,269
-15,455,-470
-28,-254,226
-370,404,-774
136,447,-311
424,302,122
96,-271,367
-475,445,-920
67,362,-295
-238,-417,179
-497,454,-951
486,-348,834
73,120,-47
-144,412,-556
-233,-365,132
313,440,-127
-39,378,-417
-411,380,-791
-469,457,-926
-483,-226,-257
423,-33,456
395,-357,752
-299,-394,95
199,-293,492
86,-343,429
28,-375,403
-211,131,-342
-287,88,-375
-114,-397,283
-270,256,-526
-368,-428,60
400,-365,765
-490,-465,-25
245,129,116
324,397,-73
366,90,276
307,392,-85
108,112,-4
-406,-230,-176
-45,139,-184
-487,43,-530
-168,351,-519
-233,-444,211
-65,304,-369
-318,211,-529
-26,465,-491
273,-272,545
-266,207,-473
231,-314,545
258,-26,284
-325,462,-787
-7,-149,142
375,326,49
-211,495,-706
-452,-476,24
-227,184,-411
314,-46,360
-239,303,-542
472,-455,927
182,-280,462
-202,15,-217
147,175,-28
104,-260,364
395,-306,701
465,-289,754
368,191,177
-217,159,-376
158,422,-264
-472,139,-611
122,-258,380
57,-483,540
421,-352,773
402,476,-74
-109,233,-342
309,435,-126
251,-267,518
30,54,-24
21,363,-342
444,-12,456
-367,413,-780
185,221,-36
-6,-231,225
-303,234,-537
-331,59,-390
372,183,189
302,-283,585
-78,-116,38
-316,-52,-264
353,273,80
392,-146,538
-470,13,-483
-41,-471,430
348,155,193
9,125,-116
50,-318,368
329,-438,767
152,-167,319
372,114,258
419,215,204
411,-448,859
128,-406,534
317,420,-103
-63,308,-371
177,169,8
-259,-108,-151
-96,112,-208
70,-206,276
-326,400,-726
4,445,-441
-314,252,-566
248,490,-242
358,-366,724
-263,496,-759
277,-424,701
491,-92,583
-253,384,-637
365,395,-30
-207,-348,141
-180,-362,182
111,-19,130
-387,143,-530
-259,175,-434
-365,-376,11
-371,-130,-241
-399,-364,-35
-386,442,-828
38,-85,123
296,496,-200
141,25,116
-2,-310,308
232,366,-134
408,-10,418
303,-215,518
298,-387,685
-216,131,-347
-432,-220,-212
-299,-432,133
478,-298,776
-256,-296,40
-91,-125,34
284,152,132
485,307,178
376,-240,616
-182,-220,38
465,-342,807
-169,201,-370
-403,157,-560
-285,-376,91
17,328,-311
399,-248,647
203,-156,359
-65,16,-81
-223,128,-351
-353,-291,-62
-272,-75,-197
-153,251,-404
-92,500,-592
-498,319,-817
-62,-421,359
-98,-24,-74
-190,-177,-13
-80,247,-327
338,340,-2
-137,-408,271
-70,-226,156
-457,-496,39
395,-309,704
389,48,341
10,-352,362
-170,-272,102
-20,151,-171
246,-192,438
-94,-318,224
-455,406,-861
293,413,-120
-244,389,-633
250,417,-167
-446,85,-531
-343,118,-461
-413,-483,70
-191,-211,20
330,359,-29
-80,8,-88
45,-380,425
-10,-241,231
-359,196,-555
-346,225,-571
166,280,-114
-285,133,-418
-231,-249,18
254,-393,647
408,-408,816
109,-288,397
422,-438,860
108,98,10
-267,191,-458
-42,447,-489
368,228,140
251,-367,618
182,270,-88
-213,-55,-158
249,-338,587
-364,271,-635
-392,141,-533
179,256,-77
227,39,188
100,61,39
-481,-344,-137
-298,107,-405
320,-167,487
-269,-398,129
431,-21,452
-74,-488,414
99,193,-94
-135,114,-249
381,25,356
27,200,-173
486,-312,798
97,38,59
486,-196,682
-237,18,-255
255,-4,259
-492,-210,-282
287,-151,438
-249,-123,-126
244,446,-202
347,68,279
340,-21,361
-14,-26,12
-306,213,-519
451,224,227
484,59,425
-380,102,-482
-219,-428,209
-458,-150,-308
85,225,-140
-97,-181,84
147,53,94
-219,-260,41
-145,48,-193
-308,303,-611
-268,-294,26
178,9,169
-105,-277,172
-371,-336,-35
290,7,283
338,441,-103
320,486,-166
172,-450,622
-258,-172,-86
-442,30,-472
386,340,46
354,-333,687
168,-194,362
173,378,-205
-130,437,-567
-218,-472,254
-21,131,-152
485,5,480
495,483,12
22,-321,343
2,353,-351
-325,50,-375
346,-482,828
263,-166,429
308,-344,652
17,84,-67
-238,-340,102
261,182,79
-353,12,-365
294,-165,459
-260,-276,16
443,256,187
106,249,-143
383,-154,537
-30,-408,378
-230,59,-289
-313,-31,-282
389,-426,815
-467,228,-695
442,-325,767
242,268,-26
213,475,-262
-395,-240,-155
-221,-396,175
-491,-223,-268
-316,-89,-227
-187,-238,51
-202,-416,214
-15,392,-407
238,499,-261
60,277,-217
-327,269,-596
340,427,-87
-217,-446,229
-71,-347,276
-104,-423,319
-85,-330,245
-131,58,-189
-443,494,-937
-463,61,-524
193,92,101
-301,-167,-134
302,179,123
206,-409,615
-59,293,-352
-113,217,-330
413,-445,858
-268,-47,-221
9,415,-406
-225,94,-319
-147,-278,131
-238,252,-490
-175,99,-274
-108,-95,-13
-260,-352,92
-286,-413,127
-337,-232,-105
311,175,136
481,119,362
-353,-7,-346
-39,-255,216
26,421,-395
345,-342,687
-285,268,-553
151,480,-329
19,412,-393
181,326,-145
-391,-174,-217
-193,-321,128
413,-41,454
390,158,232
457,195,262
-109,289,-398
-120,-335,215
113,-300,413
-360,32,-392
424,-357,781
-93,-154,61
-160,-479,319
5,455,-450
-220,-127,-93
31,137,-106
279,-427,706
416,-472,888
-24,350,-374
-82,-188,106
-95,150,-245
-71,84,-155
95,-499,594
-290,496,-786
492,-431,923
137,240,-103
64,-20,84
-438,402,-840
-245,-123,-122
-323,463,-786
-365,-288,-77
-223,283,-506
135,225,-90
431,-64,495
394,-394,788
93,-132,225
311,-211,522
226,-129,355
-95,-146,51
-463,-383,-80
124,263,-139
423,248,175
260,108,152
-431,-418,-13
-471,-477,6
42,-488,530
-194,443,-637
290,278,12
224,123,101
288,264,24
-78,-151,73
344,-28,372
-153,260,-413
200,73,127
-237,187,-424
-328,-253,-75
-32,322,-354
47,-7,54
66,233,-167
95,43,52
407,-341,748
-200,442,-642
313,79,234
324,-400,724
-195,-231,36
377,-422,799
-207,164,-371
156,153,3
246,212,34
46,242,-196
-329,159,-488
-348,429,-777
-265,316,-581
-302,-65,-237
-183,-456,273
163,432,-269
-423,-338,-85
242,-337,579
297,238,59
-215,382,-597
269,227,42
-182,-62,-120
-98,-296,198
-444,-232,-212
31,-20,51
-197,42,-239
-328,-329,1
-26,-432,406
-32,284,-316
-494,184,-678
-46,484,-530
-468,-94,-374
341,-276,617
11,-428,439
427,41,386
-498,99,-597
-134,300,-434
-110,-452,342
-215,288,-503
-433,375,-808
62,114,-52
-331,-24,-307
-388,123,-511
483,408,75
6,66,-60
386,-27,413
175,-319,494
416,202,214
349,-259,608
94,-433,527
-55,-427,372
29,-138,167
-41,-195,154
-106,387,-493
-53,-474,421
-29,-299,270
-266,434,-700
-260,-162,-98
47,247,-200
-94,-41,-53
304,264,40
-407,-274,-133
-405,-244,-161
275,-454,729
284,296,-12
129,117,12
-221,314,-535
396,45,351
-475,201,-676
-493,-408,-85
24,-111,135
438,143,295
264,78,186
56,-321,377
165,-458,623
-482,122,-604
-286,-355,69
-32,327,-359
29,203,-174
-467,287,-754
-254,467,-721
116,182,-66
-45,-1,-44
-204,154,-358
478,127,351
141,205,-64
36,72,-36
-476,296,-772
6,93,-87
137,-144,281
115,-418,533
-84,376,-460
329,-406,735
-301,277,-578
168,-346,514
320,405,-85
-311,-47,-264
-488,486,-974
70,373,-303
214,-192,406
450,-269,719
217,321,-104
-392,-139,-253
218,26,192
-458,22,-480
-142,237,-379
