Value,Result
101,-0.190808995
101.5,-0.199367934
102,-0.207911691
102.5,-0.216439614
103,-0.224951054
103.5,-0.233445364
104,-0.241921896
104.5,-0.250380004
105,-0.258819045
105.5,-0.267238376
106,-0.275637356
106.5,-0.284015345
107,-0.292371705
107.5,-0.3007058
108,-0.309016994
108.5,-0.317304656
109,-0.325568154
109.5,-0.333806859
110,-0.342020143
110.5,-0.350207381
111,-0.35836795
111.5,-0.366501227
112,-0.374606593
112.5,-0.382683432
113,-0.390731128
113.5,-0.398749069
114,-0.406736643
114.5,-0.414693243
115,-0.422618262
115.5,-0.430511097
116,-0.438371147
116.5,-0.446197813
117,-0.4539905
117.5,-0.461748613
118,-0.469471563
118.5,-0.47715876
119,-0.48480962
119.5,-0.49242356
120,-0.5
120.5,-0.507538363
121,-0.515038075
121.5,-0.522498565
122,-0.529919264
122.5,-0.537299608
123,-0.544639035
123.5,-0.551936985
124,-0.559192903
124.5,-0.566406237
125,-0.573576436
125.5,-0.580702956
126,-0.587785252
126.5,-0.594822787
127,-0.601815023
127.5,-0.608761429
128,-0.615661475
128.5,-0.622514637
129,-0.629320391
129.5,-0.63607822
130,-0.64278761
130.5,-0.649448048
131,-0.656059029
131.5,-0.662620048
132,-0.669130606
132.5,-0.675590208
133,-0.68199836
133.5,-0.688354576
134,-0.69465837
134.5,-0.700909264
135,-0.707106781
135.5,-0.713250449
136,-0.7193398
136.5,-0.725374371
137,-0.731353702
137.5,-0.737277337
138,-0.743144825
138.5,-0.748955721
139,-0.75470958
139.5,-0.760405966
140,-0.766044443
140.5,-0.771624583
141,-0.777145961
141.5,-0.782608157
142,-0.788010754
142.5,-0.79335334
143,-0.79863551
143.5,-0.803856861
144,-0.809016994
144.5,-0.814115518
145,-0.819152044
145.5,-0.824126189
146,-0.829037573
146.5,-0.833885822
147,-0.838670568
147.5,-0.843391446
148,-0.848048096
148.5,-0.852640164
149,-0.857167301
149.5,-0.86162916
150,-0.866025404
150.5,-0.870355696
151,-0.874619707
151.5,-0.878817113
152,-0.882947593
152.5,-0.887010833
153,-0.891006524
153.5,-0.894934362
154,-0.898794046
154.5,-0.902585284
155,-0.906307787
155.5,-0.909961271
156,-0.913545458
156.5,-0.917060074
157,-0.920504853
157.5,-0.923879533
158,-0.927183855
158.5,-0.930417568
159,-0.933580426
159.5,-0.936672189
160,-0.939692621
160.5,-0.942641491
161,-0.945518576
161.5,-0.948323655
162,-0.951056516
162.5,-0.953716951
163,-0.956304756
163.5,-0.958819735
164,-0.961261696
164.5,-0.963630453
165,-0.965925826
165.5,-0.96814764
166,-0.970295726
166.5,-0.97236992
167,-0.974370065
167.5,-0.976296007
168,-0.978147601
168.5,-0.979924705
169,-0.981627183
169.5,-0.983254908
170,-0.984807753
170.5,-0.986285602
171,-0.987688341
171.5,-0.989015863
172,-0.990268069
172.5,-0.991444861
173,-0.992546152
173.5,-0.993571856
174,-0.994521895
174.5,-0.995396198
175,-0.996194698
175.5,-0.996917334
176,-0.99756405
176.5,-0.998134798
177,-0.998629535
177.5,-0.999048222
178,-0.999390827
178.5,-0.999657325
179,-0.999847695
179.5,-0.999961923
180,-1
180.5,-0.999961923
181,-0.999847695
181.5,-0.999657325
182,-0.999390827
182.5,-0.999048222
183,-0.998629535
183.5,-0.998134798
184,-0.99756405
184.5,-0.996917334
185,-0.996194698
185.5,-0.995396198
186,-0.994521895
186.5,-0.993571856
187,-0.992546152
187.5,-0.991444861
188,-0.990268069
188.5,-0.989015863
189,-0.987688341
189.5,-0.986285602
190,-0.984807753
190.5,-0.983254908
191,-0.981627183
191.5,-0.979924705
192,-0.978147601
192.5,-0.976296007
193,-0.974370065
193.5,-0.97236992
194,-0.970295726
194.5,-0.96814764
195,-0.965925826
195.5,-0.963630453
196,-0.961261696
196.5,-0.958819735
197,-0.956304756
197.5,-0.953716951
198,-0.951056516
198.5,-0.948323655
199,-0.945518576
199.5,-0.942641491
200,-0.939692621
200.5,-0.936672189
201,-0.933580426
201.5,-0.930417568
202,-0.927183855
202.5,-0.923879533
203,-0.920504853
203.5,-0.917060074
204,-0.913545458
204.5,-0.909961271
205,-0.906307787
205.5,-0.902585284
206,-0.898794046
206.5,-0.894934362
207,-0.891006524
207.5,-0.887010833
208,-0.882947593
208.5,-0.878817113
209,-0.874619707
209.5,-0.870355696
210,-0.866025404
210.5,-0.86162916
211,-0.857167301
211.5,-0.852640164
212,-0.848048096
212.5,-0.843391446
213,-0.838670568
213.5,-0.833885822
214,-0.829037573
214.5,-0.824126189
215,-0.819152044
215.5,-0.814115518
216,-0.809016994
216.5,-0.803856861
217,-0.79863551
217.5,-0.79335334
218,-0.788010754
218.5,-0.782608157
219,-0.777145961
219.5,-0.771624583
220,-0.766044443
220.5,-0.760405966
221,-0.75470958
221.5,-0.748955721
222,-0.743144825
222.5,-0.737277337
223,-0.731353702
223.5,-0.725374371
224,-0.7193398
224.5,-0.713250449
225,-0.707106781
225.5,-0.700909264
226,-0.69465837
226.5,-0.688354576
227,-0.68199836
227.5,-0.675590208
228,-0.669130606
228.5,-0.662620048
229,-0.656059029
229.5,-0.649448048
230,-0.64278761
230.5,-0.63607822
231,-0.629320391
231.5,-0.622514637
232,-0.615661475
232.5,-0.608761429
233,-0.601815023
233.5,-0.594822787
234,-0.587785252
234.5,-0.580702956
235,-0.573576436
235.5,-0.566406237
236,-0.559192903
236.5,-0.551936985
237,-0.544639035
237.5,-0.537299608
238,-0.529919264
238.5,-0.522498565
239,-0.515038075
239.5,-0.507538363
240,-0.5
240.5,-0.49242356
241,-0.48480962
241.5,-0.47715876
242,-0.469471563
242.5,-0.461748613
243,-0.4539905
243.5,-0.446197813
244,-0.438371147
244.5,-0.430511097
245,-0.422618262
245.5,-0.414693243
246,-0.406736643
246.5,-0.398749069
247,-0.390731128
247.5,-0.382683432
248,-0.374606593
248.5,-0.366501227
249,-0.35836795
249.5,-0.350207381
250,-0.342020143
250.5,-0.333806859
251,-0.325568154
251.5,-0.317304656
252,-0.309016994
252.5,-0.3007058
253,-0.292371705
253.5,-0.284015345
254,-0.275637356
254.5,-0.267238376
255,-0.258819045
255.5,-0.250380004
256,-0.241921896
256.5,-0.233445364
257,-0.224951054
257.5,-0.216439614
258,-0.207911691
258.5,-0.199367934
259,-0.190808995
259.5,-0.182235525
260,-0.173648178
260.5,-0.165047606
261,-0.156434465
261.5,-0.147809411
262,-0.139173101
262.5,-0.130526192
263,-0.121869343
263.5,-0.113203214
264,-0.104528463
264.5,-0.095845753
265,-0.087155743
265.5,-0.078459096
266,-0.069756474
266.5,-0.06104854
267,-0.052335956
267.5,-0.043619387
268,-0.034899497
268.5,-0.026176948
269,-0.017452406
269.5,-0.008726535
270,-1.83772E-16
270.5,0.008726535
271,0.017452406
271.5,0.026176948
272,0.034899497
272.5,0.043619387
273,0.052335956
273.5,0.06104854
274,0.069756474
274.5,0.078459096
275,0.087155743
275.5,0.095845753
276,0.104528463
276.5,0.113203214
277,0.121869343
277.5,0.130526192
278,0.139173101
278.5,0.147809411
279,0.156434465
279.5,0.165047606
280,0.173648178
280.5,0.182235525
281,0.190808995
281.5,0.199367934
282,0.207911691
282.5,0.216439614
283,0.224951054
283.5,0.233445364
284,0.241921896
284.5,0.250380004
285,0.258819045
285.5,0.267238376
286,0.275637356
286.5,0.284015345
287,0.292371705
287.5,0.3007058
288,0.309016994
288.5,0.317304656
289,0.325568154
289.5,0.333806859
290,0.342020143
290.5,0.350207381
291,0.35836795
291.5,0.366501227
292,0.374606593
292.5,0.382683432
293,0.390731128
293.5,0.398749069
294,0.406736643
294.5,0.414693243
295,0.422618262
295.5,0.430511097
296,0.438371147
296.5,0.446197813
297,0.4539905
297.5,0.461748613
298,0.469471563
298.5,0.47715876
299,0.48480962
299.5,0.49242356
300,0.5
300.5,0.507538363
301,0.515038075
301.5,0.522498565
302,0.529919264
302.5,0.537299608
303,0.544639035
303.5,0.551936985
304,0.559192903
304.5,0.566406237
305,0.573576436
305.5,0.580702956
306,0.587785252
306.5,0.594822787
307,0.601815023
307.5,0.608761429
308,0.615661475
308.5,0.622514637
309,0.629320391
309.5,0.63607822
310,0.64278761
310.5,0.649448048
311,0.656059029
311.5,0.662620048
312,0.669130606
312.5,0.675590208
313,0.68199836
313.5,0.688354576
314,0.69465837
314.5,0.700909264
315,0.707106781
315.5,0.713250449
316,0.7193398
316.5,0.725374371
317,0.731353702
317.5,0.737277337
318,0.743144825
318.5,0.748955721
319,0.75470958
319.5,0.760405966
320,0.766044443
320.5,0.771624583
321,0.777145961
321.5,0.782608157
322,0.788010754
322.5,0.79335334
323,0.79863551
323.5,0.803856861
324,0.809016994
324.5,0.814115518
325,0.819152044
325.5,0.824126189
326,0.829037573
326.5,0.833885822
327,0.838670568
327.5,0.843391446
328,0.848048096
328.5,0.852640164
329,0.857167301
329.5,0.86162916
330,0.866025404
330.5,0.870355696
331,0.874619707
331.5,0.878817113
332,0.882947593
332.5,0.887010833
333,0.891006524
333.5,0.894934362
334,0.898794046
334.5,0.902585284
335,0.906307787
335.5,0.909961271
336,0.913545458
336.5,0.917060074
337,0.920504853
337.5,0.923879533
338,0.927183855
338.5,0.930417568
339,0.933580426
339.5,0.936672189
340,0.939692621
340.5,0.942641491
341,0.945518576
341.5,0.948323655
342,0.951056516
342.5,0.953716951
343,0.956304756
343.5,0.958819735
344,0.961261696
344.5,0.963630453
345,0.965925826
345.5,0.96814764
346,0.970295726
346.5,0.97236992
347,0.974370065
347.5,0.976296007
348,0.978147601
348.5,0.979924705
349,0.981627183
349.5,0.983254908
350,0.984807753
350.5,0.986285602
351,0.987688341
351.5,0.989015863
352,0.990268069
352.5,0.991444861
353,0.992546152
353.5,0.993571856
354,0.994521895
354.5,0.995396198
355,0.996194698
355.5,0.996917334
356,0.99756405
356.5,0.998134798
357,0.998629535
357.5,0.999048222
358,0.999390827
358.5,0.999657325
359,0.999847695
359.5,0.999961923
360,1
360.5,0.999961923
361,0.999847695
361.5,0.999657325
362,0.999390827
362.5,0.999048222
363,0.998629535
363.5,0.998134798
364,0.99756405
364.5,0.996917334
365,0.996194698
365.5,0.995396198
366,0.994521895
366.5,0.993571856
367,0.992546152
367.5,0.991444861
368,0.990268069
368.5,0.989015863
369,0.987688341
369.5,0.986285602
370,0.984807753
370.5,0.983254908
371,0.981627183
371.5,0.979924705
372,0.978147601
372.5,0.976296007
373,0.974370065
373.5,0.97236992
374,0.970295726
374.5,0.96814764
375,0.965925826
375.5,0.963630453
376,0.961261696
376.5,0.958819735
377,0.956304756
377.5,0.953716951
378,0.951056516
378.5,0.948323655
379,0.945518576
379.5,0.942641491
380,0.939692621
380.5,0.936672189
381,0.933580426
381.5,0.930417568
382,0.927183855
382.5,0.923879533
383,0.920504853
383.5,0.917060074
384,0.913545458
384.5,0.909961271
385,0.906307787
385.5,0.902585284
386,0.898794046
386.5,0.894934362
387,0.891006524
387.5,0.887010833
388,0.882947593
388.5,0.878817113
389,0.874619707
389.5,0.870355696
390,0.866025404
390.5,0.86162916
391,0.857167301
391.5,0.852640164
392,0.848048096
392.5,0.843391446
393,0.838670568
393.5,0.833885822
394,0.829037573
394.5,0.824126189
395,0.819152044
395.5,0.814115518
396,0.809016994
396.5,0.803856861
397,0.79863551
397.5,0.79335334
398,0.788010754
398.5,0.782608157
399,0.777145961
399.5,0.771624583
400,0.766044443
400.5,0.760405966
401,0.75470958
401.5,0.748955721
402,0.743144825
402.5,0.737277337
403,0.731353702
403.5,0.725374371
404,0.7193398
404.5,0.713250449
405,0.707106781
405.5,0.700909264
406,0.69465837
406.5,0.688354576
407,0.68199836
407.5,0.675590208
408,0.669130606
408.5,0.662620048
409,0.656059029
409.5,0.649448048
410,0.64278761
410.5,0.63607822
411,0.629320391
411.5,0.622514637
412,0.615661475
412.5,0.608761429
413,0.601815023
413.5,0.594822787
414,0.587785252
414.5,0.580702956
415,0.573576436
415.5,0.566406237
416,0.559192903
416.5,0.551936985
417,0.544639035
417.5,0.537299608
418,0.529919264
418.5,0.522498565
419,0.515038075
419.5,0.507538363
420,0.5
420.5,0.49242356
421,0.48480962
421.5,0.47715876
422,0.469471563
422.5,0.461748613
423,0.4539905
423.5,0.446197813
424,0.438371147
424.5,0.430511097
425,0.422618262
425.5,0.414693243
426,0.406736643
426.5,0.398749069
427,0.390731128
427.5,0.382683432
428,0.374606593
428.5,0.366501227
429,0.35836795
429.5,0.350207381
430,0.342020143
430.5,0.333806859
431,0.325568154
431.5,0.317304656
432,0.309016994
432.5,0.3007058
433,0.292371705
433.5,0.284015345
434,0.275637356
434.5,0.267238376
435,0.258819045
435.5,0.250380004
436,0.241921896
436.5,0.233445364
437,0.224951054
437.5,0.216439614
438,0.207911691
438.5,0.199367934
439,0.190808995
439.5,0.182235525
440,0.173648178
440.5,0.165047606
441,0.156434465
441.5,0.147809411
442,0.139173101
442.5,0.130526192
443,0.121869343
443.5,0.113203214
444,0.104528463
444.5,0.095845753
445,0.087155743
445.5,0.078459096
446,0.069756474
446.5,0.06104854
447,0.052335956
447.5,0.043619387
448,0.034899497
448.5,0.026176948
449,0.017452406
449.5,0.008726535
450,3.06287E-16
450.5,-0.008726535
451,-0.017452406
451.5,-0.026176948
452,-0.034899497
452.5,-0.043619387
453,-0.052335956
453.5,-0.06104854
454,-0.069756474
454.5,-0.078459096
455,-0.087155743
455.5,-0.095845753
456,-0.104528463
456.5,-0.113203214
457,-0.121869343
457.5,-0.130526192
458,-0.139173101
458.5,-0.147809411
459,-0.156434465
459.5,-0.165047606
460,-0.173648178
460.5,-0.182235525
461,-0.190808995
461.5,-0.199367934
462,-0.207911691
462.5,-0.216439614
463,-0.224951054
463.5,-0.233445364
464,-0.241921896
464.5,-0.250380004
465,-0.258819045
465.5,-0.267238376
466,-0.275637356
466.5,-0.284015345
467,-0.292371705
467.5,-0.3007058
468,-0.309016994
468.5,-0.317304656
469,-0.325568154
469.5,-0.333806859
470,-0.342020143
470.5,-0.350207381
471,-0.35836795
471.5,-0.366501227
472,-0.374606593
472.5,-0.382683432
473,-0.390731128
473.5,-0.398749069
474,-0.406736643
474.5,-0.414693243
475,-0.422618262
475.5,-0.430511097
476,-0.438371147
476.5,-0.446197813
477,-0.4539905
477.5,-0.461748613
478,-0.469471563
478.5,-0.47715876
479,-0.48480962
479.5,-0.49242356
480,-0.5
480.5,-0.507538363
481,-0.515038075
481.5,-0.522498565
482,-0.529919264
482.5,-0.537299608
483,-0.544639035
483.5,-0.551936985
484,-0.559192903
484.5,-0.566406237
485,-0.573576436
485.5,-0.580702956
486,-0.587785252
486.5,-0.594822787
487,-0.601815023
487.5,-0.608761429
488,-0.615661475
488.5,-0.622514637
489,-0.629320391
489.5,-0.63607822
490,-0.64278761
490.5,-0.649448048
491,-0.656059029
491.5,-0.662620048
492,-0.669130606
492.5,-0.675590208
493,-0.68199836
493.5,-0.688354576
494,-0.69465837
494.5,-0.700909264
495,-0.707106781
495.5,-0.713250449
496,-0.7193398
496.5,-0.725374371
497,-0.731353702
497.5,-0.737277337
498,-0.743144825
498.5,-0.748955721
499,-0.75470958
499.5,-0.760405966
500,-0.766044443
500.5,-0.771624583
501,-0.777145961
501.5,-0.782608157
502,-0.788010754
502.5,-0.79335334
503,-0.79863551
503.5,-0.803856861
504,-0.809016994
504.5,-0.814115518
505,-0.819152044
505.5,-0.824126189
506,-0.829037573
506.5,-0.833885822
507,-0.838670568
507.5,-0.843391446
508,-0.848048096
508.5,-0.852640164
509,-0.857167301
509.5,-0.86162916
510,-0.866025404
510.5,-0.870355696
511,-0.874619707
511.5,-0.878817113
512,-0.882947593
512.5,-0.887010833
513,-0.891006524
513.5,-0.894934362
514,-0.898794046
514.5,-0.902585284
515,-0.906307787
515.5,-0.909961271
516,-0.913545458
516.5,-0.917060074
517,-0.920504853
517.5,-0.923879533
518,-0.927183855
518.5,-0.930417568
519,-0.933580426
519.5,-0.936672189
520,-0.939692621
520.5,-0.942641491
521,-0.945518576
521.5,-0.948323655
522,-0.951056516
522.5,-0.953716951
523,-0.956304756
523.5,-0.958819735
524,-0.961261696
524.5,-0.963630453
525,-0.965925826
525.5,-0.96814764
526,-0.970295726
526.5,-0.97236992
527,-0.974370065
527.5,-0.976296007
528,-0.978147601
528.5,-0.979924705
529,-0.981627183
529.5,-0.983254908
530,-0.984807753
530.5,-0.986285602
531,-0.987688341
531.5,-0.989015863
532,-0.990268069
532.5,-0.991444861
533,-0.992546152
533.5,-0.993571856
534,-0.994521895
534.5,-0.995396198
535,-0.996194698
535.5,-0.996917334
536,-0.99756405
536.5,-0.998134798
537,-0.998629535
537.5,-0.999048222
538,-0.999390827
538.5,-0.999657325
539,-0.999847695
539.5,-0.999961923
540,-1
540.5,-0.999961923
541,-0.999847695
541.5,-0.999657325
542,-0.999390827
542.5,-0.999048222
543,-0.998629535
543.5,-0.998134798
544,-0.99756405
544.5,-0.996917334
545,-0.996194698
545.5,-0.995396198
546,-0.994521895
546.5,-0.993571856
547,-0.992546152
547.5,-0.991444861
548,-0.990268069
548.5,-0.989015863
549,-0.987688341
549.5,-0.986285602
550,-0.984807753
550.5,-0.983254908
551,-0.981627183
551.5,-0.979924705
552,-0.978147601
552.5,-0.976296007
553,-0.974370065
553.5,-0.97236992
554,-0.970295726
554.5,-0.96814764
555,-0.965925826
555.5,-0.963630453
556,-0.961261696
556.5,-0.958819735
557,-0.956304756
557.5,-0.953716951
558,-0.951056516
558.5,-0.948323655
559,-0.945518576
559.5,-0.942641491
560,-0.939692621
560.5,-0.936672189
561,-0.933580426
561.5,-0.930417568
562,-0.927183855
562.5,-0.923879533
563,-0.920504853
563.5,-0.917060074
564,-0.913545458
564.5,-0.909961271
565,-0.906307787
565.5,-0.902585284
566,-0.898794046
566.5,-0.894934362
567,-0.891006524
567.5,-0.887010833
568,-0.882947593
568.5,-0.878817113
569,-0.874619707
569.5,-0.870355696
570,-0.866025404
570.5,-0.86162916
571,-0.857167301
571.5,-0.852640164
572,-0.848048096
572.5,-0.843391446
573,-0.838670568
573.5,-0.833885822
574,-0.829037573
574.5,-0.824126189
575,-0.819152044
575.5,-0.814115518
576,-0.809016994
576.5,-0.803856861
577,-0.79863551
577.5,-0.79335334
578,-0.788010754
578.5,-0.782608157
579,-0.777145961
579.5,-0.771624583
580,-0.766044443
580.5,-0.760405966
581,-0.75470958
581.5,-0.748955721
582,-0.743144825
582.5,-0.737277337
583,-0.731353702
583.5,-0.725374371
584,-0.7193398
584.5,-0.713250449
585,-0.707106781
585.5,-0.700909264
586,-0.69465837
586.5,-0.688354576
587,-0.68199836
587.5,-0.675590208
588,-0.669130606
588.5,-0.662620048
589,-0.656059029
589.5,-0.649448048
590,-0.64278761
590.5,-0.63607822
591,-0.629320391
591.5,-0.622514637
592,-0.615661475
592.5,-0.608761429
593,-0.601815023
593.5,-0.594822787
594,-0.587785252
594.5,-0.580702956
595,-0.573576436
595.5,-0.566406237
596,-0.559192903
596.5,-0.551936985
597,-0.544639035
597.5,-0.537299608
598,-0.529919264
598.5,-0.522498565
599,-0.515038075
599.5,-0.507538363
600,-0.5
600.5,-0.49242356
601,-0.48480962
601.5,-0.47715876
602,-0.469471563
602.5,-0.461748613
603,-0.4539905
603.5,-0.446197813
604,-0.438371147
604.5,-0.430511097
605,-0.422618262
605.5,-0.414693243
606,-0.406736643
606.5,-0.398749069
607,-0.390731128
607.5,-0.382683432
608,-0.374606593
608.5,-0.366501227
609,-0.35836795
609.5,-0.350207381
610,-0.342020143
610.5,-0.333806859
611,-0.325568154
611.5,-0.317304656
612,-0.309016994
612.5,-0.3007058
613,-0.292371705
613.5,-0.284015345
614,-0.275637356
614.5,-0.267238376
615,-0.258819045
615.5,-0.250380004
616,-0.241921896
616.5,-0.233445364
617,-0.224951054
617.5,-0.216439614
618,-0.207911691
618.5,-0.199367934
619,-0.190808995
619.5,-0.182235525
620,-0.173648178
620.5,-0.165047606
621,-0.156434465
621.5,-0.147809411
622,-0.139173101
622.5,-0.130526192
623,-0.121869343
623.5,-0.113203214
624,-0.104528463
624.5,-0.095845753
625,-0.087155743
625.5,-0.078459096
626,-0.069756474
626.5,-0.06104854
627,-0.052335956
627.5,-0.043619387
628,-0.034899497
628.5,-0.026176948
629,-0.017452406
629.5,-0.008726535
630,-4.28802E-16
630.5,0.008726535
631,0.017452406
631.5,0.026176948
632,0.034899497
632.5,0.043619387
633,0.052335956
633.5,0.06104854
634,0.069756474
634.5,0.078459096
635,0.087155743
635.5,0.095845753
636,0.104528463
636.5,0.113203214
637,0.121869343
637.5,0.130526192
638,0.139173101
638.5,0.147809411
639,0.156434465
639.5,0.165047606
640,0.173648178
640.5,0.182235525
641,0.190808995
641.5,0.199367934
642,0.207911691
642.5,0.216439614
643,0.224951054
643.5,0.233445364
644,0.241921896
644.5,0.250380004
645,0.258819045
645.5,0.267238376
646,0.275637356
646.5,0.284015345
647,0.292371705
647.5,0.3007058
648,0.309016994
648.5,0.317304656
649,0.325568154
649.5,0.333806859
650,0.342020143
650.5,0.350207381
651,0.35836795
651.5,0.366501227
652,0.374606593
652.5,0.382683432
653,0.390731128
653.5,0.398749069
654,0.406736643
654.5,0.414693243
655,0.422618262
655.5,0.430511097
656,0.438371147
656.5,0.446197813
657,0.4539905
657.5,0.461748613
658,0.469471563
658.5,0.47715876
659,0.48480962
659.5,0.49242356
660,0.5
660.5,0.507538363
661,0.515038075
661.5,0.522498565
662,0.529919264
662.5,0.537299608
663,0.544639035
663.5,0.551936985
664,0.559192903
664.5,0.566406237
665,0.573576436
665.5,0.580702956
666,0.587785252
666.5,0.594822787
667,0.601815023
667.5,0.608761429
668,0.615661475
668.5,0.622514637
669,0.629320391
669.5,0.63607822
670,0.64278761
670.5,0.649448048
671,0.656059029
671.5,0.662620048
672,0.669130606
672.5,0.675590208
673,0.68199836
673.5,0.688354576
674,0.69465837
674.5,0.700909264
675,0.707106781
675.5,0.713250449
676,0.7193398
676.5,0.725374371
677,0.731353702
677.5,0.737277337
678,0.743144825
678.5,0.748955721
679,0.75470958
679.5,0.760405966
680,0.766044443
680.5,0.771624583
681,0.777145961
681.5,0.782608157
682,0.788010754
682.5,0.79335334
683,0.79863551
683.5,0.803856861
684,0.809016994
684.5,0.814115518
685,0.819152044
685.5,0.824126189
686,0.829037573
686.5,0.833885822
687,0.838670568
687.5,0.843391446
688,0.848048096
688.5,0.852640164
689,0.857167301
689.5,0.86162916
690,0.866025404
690.5,0.870355696
691,0.874619707
691.5,0.878817113
692,0.882947593
692.5,0.887010833
693,0.891006524
693.5,0.894934362
694,0.898794046
694.5,0.902585284
695,0.906307787
695.5,0.909961271
696,0.913545458
696.5,0.917060074
697,0.920504853
697.5,0.923879533
698,0.927183855
698.5,0.930417568
699,0.933580426
699.5,0.936672189
700,0.939692621
700.5,0.942641491
701,0.945518576
701.5,0.948323655
702,0.951056516
702.5,0.953716951
703,0.956304756
703.5,0.958819735
704,0.961261696
704.5,0.963630453
705,0.965925826
705.5,0.96814764
706,0.970295726
706.5,0.97236992
707,0.974370065
707.5,0.976296007
708,0.978147601
708.5,0.979924705
709,0.981627183
709.5,0.983254908
710,0.984807753
710.5,0.986285602
711,0.987688341
711.5,0.989015863
712,0.990268069
712.5,0.991444861
713,0.992546152
713.5,0.993571856
714,0.994521895
714.5,0.995396198
715,0.996194698
715.5,0.996917334
716,0.99756405
716.5,0.998134798
717,0.998629535
717.5,0.999048222
718,0.999390827
718.5,0.999657325
719,0.999847695
719.5,0.999961923
720,1
