Value1,Value2,Result
19.8,3,7762.392
19.7,3,7645.373
19.6,3,7529.536
19.5,3,7414.875
19.4,3,7301.384
19.3,3,7189.057
19.2,3,7077.888
19.1,3,6967.871
19,3,6859
18.9,3,6751.269
18.8,3,6644.672
18.7,3,6539.203
18.6,3,6434.856
18.5,3,6331.625
18.4,3,6229.504
18.3,3,6128.487
18.2,3,6028.568
18.1,3,5929.741
18,3,5832
17.9,3,5735.339
17.8,3,5639.752
17.7,3,5545.233
17.6,3,5451.776
17.5,3,5359.375
17.4,3,5268.024
17.3,3,5177.717
17.2,3,5088.448
17.1,3,5000.211
17,3,4913
16.9,3,4826.809
16.8,3,4741.632
16.7,3,4657.463
16.6,3,4574.296
16.5,3,4492.125
16.4,3,4410.944
16.3,3,4330.747
16.2,3,4251.528
16.1,3,4173.281
16,3,4096
15.9,3,4019.679
15.8,3,3944.312
15.7,3,3869.893
15.6,3,3796.416
15.5,3,3723.875
15.4,3,3652.264
15.3,3,3581.577
15.2,3,3511.808
15.1,3,3442.951
15,3,3375
14.9,3,3307.949
14.8,3,3241.792
14.7,3,3176.523
14.6,3,3112.136
14.5,3,3048.625
14.4,3,2985.984
14.3,3,2924.207
14.2,3,2863.288
14.1,3,2803.221
14,3,2744
13.9,3,2685.619
13.8,3,2628.072
13.7,3,2571.353
13.6,3,2515.456
13.5,3,2460.375
13.4,3,2406.104
13.3,3,2352.637
13.2,3,2299.968
13.1,3,2248.091
13,3,2197
12.9,3,2146.689
12.8,3,2097.152
12.7,3,2048.383
12.6,3,2000.376
12.5,3,1953.125
12.4,3,1906.624
12.3,3,1860.867
12.2,3,1815.848
12.1,3,1771.561
12,3,1728
11.9,3,1685.159
11.8,3,1643.032
11.7,3,1601.613
11.6,3,1560.896
11.5,3,1520.875
11.4,3,1481.544
11.3,3,1442.897
11.2,3,1404.928
11.1,3,1367.631
11,3,1331
10.9,3,1295.029
10.8,3,1259.712
10.7,3,1225.043
10.6,3,1191.016
10.5,3,1157.625
10.4,3,1124.864
10.3,3,1092.727
10.2,3,1061.208
10.1,3,1030.301
10,3,1000
9.9,3,970.299
9.8,3,941.192
9.7,3,912.673
9.6,3,884.736
9.5,3,857.375
9.4,3,830.584
9.3,3,804.357
9.2,3,778.688
9.1,3,753.571
9,3,729
8.9,3,704.969
8.8,3,681.472
8.7,3,658.503
8.6,3,636.056
8.5,3,614.125
8.4,3,592.704
8.3,3,571.787
8.2,3,551.368
8.1,3,531.441
8,3,512
7.9,3,493.039
7.8,3,474.552
7.7,3,456.533
7.6,3,438.976
7.5,3,421.875
7.4,3,405.224
7.3,3,389.017
7.2,3,373.248
7.1,3,357.911
7,3,343
6.9,3,328.509
6.8,3,314.432
6.7,3,300.763
6.6,3,287.496
6.5,3,274.625
6.4,3,262.144
6.3,3,250.047
6.2,3,238.328
6.1,3,226.981
6,3,216
5.9,3,205.379
5.8,3,195.112
5.7,3,185.193
5.6,3,175.616
5.5,3,166.375
5.4,3,157.464
5.3,3,148.877
5.2,3,140.608
