Value,Result
149.2,22260.64
149.4,22320.36
149.6,22380.16
149.8,22440.04
150,22500
150.2,22560.04
150.4,22620.16
150.6,22680.36
150.8,22740.64
151,22801
151.2,22861.44
151.4,22921.96
151.6,22982.56
151.8,23043.24
152,23104
152.2,23164.84
152.4,23225.76
152.6,23286.76
152.8,23347.84
153,23409
153.2,23470.24
153.4,23531.56
153.6,23592.96
153.8,23654.44
154,23716
154.2,23777.64
154.4,23839.36
154.6,23901.16
154.8,23963.04
155,24025
155.2,24087.04
155.4,24149.16
155.6,24211.36
155.8,24273.64
156,24336
156.2,24398.44
156.4,24460.96
156.6,24523.56
156.8,24586.24
157,24649
157.2,24711.84
157.4,24774.76
157.6,24837.76
157.8,24900.84
158,24964
158.2,25027.24
158.4,25090.56
158.6,25153.96
158.8,25217.44
159,25281
159.2,25344.64
159.4,25408.36
159.6,25472.16
159.8,25536.04
160,25600
160.2,25664.04
160.4,25728.16
160.6,25792.36
160.8,25856.64
161,25921
161.2,25985.44
161.4,26049.96
161.6,26114.56
161.8,26179.24
162,26244
162.2,26308.84
162.4,26373.76
162.6,26438.76
162.8,26503.84
163,26569
163.2,26634.24
163.4,26699.56
163.6,26764.96
163.8,26830.44
164,26896
164.2,26961.64
164.4,27027.36
164.6,27093.16
164.8,27159.04
165,27225
165.2,27291.04
165.4,27357.16
165.6,27423.36
165.8,27489.64
166,27556
166.2,27622.44
166.4,27688.96
166.6,27755.56
166.8,27822.24
167,27889
167.2,27955.84
167.4,28022.76
167.6,28089.76
167.8,28156.84
168,28224
168.2,28291.24
168.4,28358.56
168.6,28425.96
168.8,28493.44
169,28561
169.2,28628.64
169.4,28696.36
169.6,28764.16
169.8,28832.04
170,28900
170.2,28968.04
170.4,29036.16
170.6,29104.36
170.8,29172.64
171,29241
171.2,29309.44
171.4,29377.96
171.6,29446.56
171.8,29515.24
172,29584
172.2,29652.84
172.4,29721.76
172.6,29790.76
172.8,29859.84
173,29929
173.2,29998.24
173.4,30067.56
173.6,30136.96
173.8,30206.44
174,30276
174.2,30345.64
174.4,30415.36
174.6,30485.16
174.8,30555.04
175,30625
175.2,30695.04
175.4,30765.16
175.6,30835.36
175.8,30905.64
176,30976
176.2,31046.44
176.4,31116.96
176.6,31187.56
176.8,31258.24
177,31329
177.2,31399.84
177.4,31470.76
177.6,31541.76
177.8,31612.84
178,31684
178.2,31755.24
178.4,31826.56
178.6,31897.96
178.8,31969.44
179,32041
179.2,32112.64
179.4,32184.36
179.6,32256.16
179.8,32328.04
180,32400
180.2,32472.04
180.4,32544.16
180.6,32616.36
180.8,32688.64
181,32761
181.2,32833.44
181.4,32905.96
181.6,32978.56
181.8,33051.24
182,33124
182.2,33196.84
182.4,33269.76
182.6,33342.76
182.8,33415.84
183,33489
183.2,33562.24
183.4,33635.56
183.6,33708.96
183.8,33782.44
184,33856
184.2,33929.64
184.4,34003.36
184.6,34077.16
184.8,34151.04
185,34225
185.2,34299.04
185.4,34373.16
185.6,34447.36
185.8,34521.64
186,34596
186.2,34670.44
186.4,34744.96
186.6,34819.56
186.8,34894.24
187,34969
187.2,35043.84
187.4,35118.76
187.6,35193.76
187.8,35268.84
188,35344
188.2,35419.24
188.4,35494.56
188.6,35569.96
188.8,35645.44
189,35721
189.2,35796.64
189.4,35872.36
189.6,35948.16
189.8,36024.04
190,36100
190.2,36176.04
190.4,36252.16
190.6,36328.36
190.8,36404.64
191,36481
191.2,36557.44
191.4,36633.96
191.6,36710.56
191.8,36787.24
192,36864
192.2,36940.84
192.4,37017.76
192.6,37094.76
192.8,37171.84
193,37249
193.2,37326.24
193.4,37403.56
193.6,37480.96
193.8,37558.44
194,37636
194.2,37713.64
194.4,37791.36
194.6,37869.16
194.8,37947.04
195,38025
195.2,38103.04
195.4,38181.16
195.6,38259.36
195.8,38337.64
196,38416
196.2,38494.44
196.4,38572.96
196.6,38651.56
196.8,38730.24
197,38809
197.2,38887.84
197.4,38966.76
197.6,39045.76
197.8,39124.84
198,39204
198.2,39283.24
198.4,39362.56
198.6,39441.96
198.8,39521.44
199,39601
199.2,39680.64
199.4,39760.36
199.6,39840.16
199.8,39920.04
200,40000
200.2,40080.04
200.4,40160.16
200.6,40240.36
200.8,40320.64
201,40401
201.2,40481.44
201.4,40561.96
201.6,40642.56
201.8,40723.24
202,40804
202.2,40884.84
202.4,40965.76
202.6,41046.76
202.8,41127.84
203,41209
203.2,41290.24
203.4,41371.56
203.6,41452.96
203.8,41534.44
204,41616
204.2,41697.64
204.4,41779.36
204.6,41861.16
204.8,41943.04
205,42025
205.2,42107.04
205.4,42189.16
205.6,42271.36
205.8,42353.64
206,42436
206.2,42518.44
206.4,42600.96
206.6,42683.56
206.8,42766.24
207,42849
207.2,42931.84
207.4,43014.76
207.6,43097.76
207.8,43180.84
208,43264
208.2,43347.24
208.4,43430.56
208.6,43513.96
208.8,43597.44
209,43681
209.2,43764.64
209.4,43848.36
209.6,43932.16
209.8,44016.04
210,44100
210.2,44184.04
210.4,44268.16
210.6,44352.36
210.8,44436.64
211,44521
211.2,44605.44
211.4,44689.96
211.6,44774.56
211.8,44859.24
212,44944
212.2,45028.84
212.4,45113.76
212.6,45198.76
212.8,45283.84
213,45369
213.2,45454.24
213.4,45539.56
213.6,45624.96
213.8,45710.44
214,45796
214.2,45881.64
214.4,45967.36
214.6,46053.16
214.8,46139.04
215,46225
215.2,46311.04
215.4,46397.16
215.6,46483.36
215.8,46569.64
216,46656
216.2,46742.44
216.4,46828.96
216.6,46915.56
216.8,47002.24
217,47089
217.2,47175.84
217.4,47262.76
217.6,47349.76
217.8,47436.84
218,47524
218.2,47611.24
218.4,47698.56
218.6,47785.96
218.8,47873.44
219,47961
219.2,48048.64
219.4,48136.36
219.6,48224.16
219.8,48312.04
220,48400
220.2,48488.04
220.4,48576.16
220.6,48664.36
220.8,48752.64
221,48841
221.2,48929.44
221.4,49017.96
221.6,49106.56
221.8,49195.24
222,49284
222.2,49372.84
222.4,49461.76
222.6,49550.76
222.8,49639.84
223,49729
223.2,49818.24
223.4,49907.56
223.6,49996.96
223.8,50086.44
224,50176
224.2,50265.64
224.4,50355.36
224.6,50445.16
224.8,50535.04
225,50625
225.2,50715.04
225.4,50805.16
225.6,50895.36
225.8,50985.64
226,51076
226.2,51166.44
226.4,51256.96
226.6,51347.56
226.8,51438.24
227,51529
227.2,51619.84
227.4,51710.76
227.6,51801.76
227.8,51892.84
228,51984
228.2,52075.24
228.4,52166.56
228.6,52257.96
228.8,52349.44
229,52441
229.2,52532.64
229.4,52624.36
229.6,52716.16
229.8,52808.04
230,52900
230.2,52992.04
230.4,53084.16
230.6,53176.36
230.8,53268.64
231,53361
231.2,53453.44
231.4,53545.96
231.6,53638.56
231.8,53731.24
232,53824
232.2,53916.84
232.4,54009.76
232.6,54102.76
232.8,54195.84
233,54289
233.2,54382.24
233.4,54475.56
233.6,54568.96
233.8,54662.44
234,54756
234.2,54849.64
234.4,54943.36
234.6,55037.16
234.8,55131.04
235,55225
235.2,55319.04
235.4,55413.16
235.6,55507.36
235.8,55601.64
236,55696
236.2,55790.44
236.4,55884.96
236.6,55979.56
236.8,56074.24
237,56169
237.2,56263.84
237.4,56358.76
237.6,56453.76
237.8,56548.84
238,56644
238.2,56739.24
238.4,56834.56
238.6,56929.96
238.8,57025.44
239,57121
239.2,57216.64
239.4,57312.36
239.6,57408.16
239.8,57504.04
240,57600
240.2,57696.04
240.4,57792.16
240.6,57888.36
240.8,57984.64
241,58081
241.2,58177.44
241.4,58273.96
241.6,58370.56
241.8,58467.24
242,58564
242.2,58660.84
242.4,58757.76
242.6,58854.76
242.8,58951.84
243,59049
243.2,59146.24
243.4,59243.56
243.6,59340.96
243.8,59438.44
244,59536
244.2,59633.64
244.4,59731.36
244.6,59829.16
244.8,59927.04
245,60025
245.2,60123.04
245.4,60221.16
245.6,60319.36
245.8,60417.64
246,60516
246.2,60614.44
246.4,60712.96
246.6,60811.56
246.8,60910.24
247,61009
247.2,61107.84
247.4,61206.76
247.6,61305.76
247.8,61404.84
248,61504
248.2,61603.24
248.4,61702.56
248.6,61801.96
248.8,61901.44
249,62001
249.2,62100.64
249.4,62200.36
249.6,62300.16
249.8,62400.04
250,62500
250.2,62600.04
250.4,62700.16
250.6,62800.36
250.8,62900.64
251,63001
251.2,63101.44
251.4,63201.96
251.6,63302.56
251.8,63403.24
252,63504
252.2,63604.84
252.4,63705.76
252.6,63806.76
252.8,63907.84
253,64009
253.2,64110.24
253.4,64211.56
253.6,64312.96
253.8,64414.44
254,64516
254.2,64617.64
254.4,64719.36
254.6,64821.16
254.8,64923.04
255,65025
255.2,65127.04
255.4,65229.16
255.6,65331.36
255.8,65433.64
256,65536
256.2,65638.44
256.4,65740.96
256.6,65843.56
256.8,65946.24
257,66049
257.2,66151.84
257.4,66254.76
257.6,66357.76
257.8,66460.84
258,66564
258.2,66667.24
258.4,66770.56
258.6,66873.96
258.8,66977.44
259,67081
259.2,67184.64
259.4,67288.36
259.6,67392.16
259.8,67496.04
260,67600
260.2,67704.04
260.4,67808.16
260.6,67912.36
260.8,68016.64
261,68121
261.2,68225.44
261.4,68329.96
261.6,68434.56
261.8,68539.24
262,68644
262.2,68748.84
262.4,68853.76
262.6,68958.76
262.8,69063.84
263,69169
263.2,69274.24
263.4,69379.56
263.6,69484.96
263.8,69590.44
264,69696
264.2,69801.64
264.4,69907.36
264.6,70013.16
264.8,70119.04
265,70225
265.2,70331.04
265.4,70437.16
265.6,70543.36
265.8,70649.64
266,70756
266.2,70862.44
266.4,70968.96
266.6,71075.56
266.8,71182.24
267,71289
267.2,71395.84
267.4,71502.76
267.6,71609.76
267.8,71716.84
268,71824
268.2,71931.24
268.4,72038.56
268.6,72145.96
268.8,72253.44
269,72361
269.2,72468.64
269.4,72576.36
269.6,72684.16
269.8,72792.04
270,72900
270.2,73008.04
270.4,73116.16
270.6,73224.36
270.8,73332.64
271,73441
271.2,73549.44
271.4,73657.96
271.6,73766.56
271.8,73875.24
272,73984
272.2,74092.84
272.4,74201.76
272.6,74310.76
272.8,74419.84
273,74529
273.2,74638.24
273.4,74747.56
273.6,74856.96
273.8,74966.44
274,75076
274.2,75185.64
274.4,75295.36
274.6,75405.16
274.8,75515.04
275,75625
275.2,75735.04
275.4,75845.16
275.6,75955.36
275.8,76065.64
276,76176
276.2,76286.44
276.4,76396.96
276.6,76507.56
276.8,76618.24
277,76729
277.2,76839.84
277.4,76950.76
277.6,77061.76
277.8,77172.84
278,77284
278.2,77395.24
278.4,77506.56
278.6,77617.96
278.8,77729.44
279,77841
279.2,77952.64
279.4,78064.36
279.6,78176.16
279.8,78288.04
280,78400
280.2,78512.04
280.4,78624.16
280.6,78736.36
280.8,78848.64
281,78961
281.2,79073.44
281.4,79185.96
281.6,79298.56
281.8,79411.24
282,79524
282.2,79636.84
282.4,79749.76
282.6,79862.76
282.8,79975.84
283,80089
283.2,80202.24
283.4,80315.56
283.6,80428.96
283.8,80542.44
284,80656
284.2,80769.64
284.4,80883.36
284.6,80997.16
284.8,81111.04
285,81225
285.2,81339.04
285.4,81453.16
285.6,81567.36
285.8,81681.64
286,81796
286.2,81910.44
286.4,82024.96
286.6,82139.56
286.8,82254.24
287,82369
287.2,82483.84
287.4,82598.76
287.6,82713.76
287.8,82828.84
288,82944
288.2,83059.24
288.4,83174.56
288.6,83289.96
288.8,83405.44
289,83521
289.2,83636.64
289.4,83752.36
289.6,83868.16
289.8,83984.04
290,84100
290.2,84216.04
290.4,84332.16
290.6,84448.36
290.8,84564.64
291,84681
291.2,84797.44
291.4,84913.96
291.6,85030.56
291.8,85147.24
292,85264
292.2,85380.84
292.4,85497.76
292.6,85614.76
292.8,85731.84
293,85849
293.2,85966.24
293.4,86083.56
293.6,86200.96
293.8,86318.44
294,86436
294.2,86553.64
294.4,86671.36
294.6,86789.16
294.8,86907.04
295,87025
295.2,87143.04
295.4,87261.16
295.6,87379.36
295.8,87497.64
296,87616
296.2,87734.44
296.4,87852.96
296.6,87971.56
296.8,88090.24
297,88209
297.2,88327.84
297.4,88446.76
297.6,88565.76
297.8,88684.84
298,88804
298.2,88923.24
298.4,89042.56
298.6,89161.96
298.8,89281.44
299,89401
299.2,89520.64
299.4,89640.36
299.6,89760.16
299.8,89880.04
300,90000
