Value,Result
71.5,2.988684963
72,3.077683537
72.5,3.171594802
73,3.270852618
73.5,3.375943423
74,3.487414444
74.5,3.605883509
75,3.732050808
75.5,3.866713095
76,4.010780934
76.5,4.16529977
77,4.331475874
77.5,4.510708504
78,4.704630109
78.5,4.915157031
79,5.144554016
79.5,5.395517174
80,5.67128182
80.5,5.975764364
81,6.313751515
81.5,6.691156238
82,7.115369722
82.5,7.595754113
83,8.144346428
83.5,8.776887357
84,9.514364454
84.5,10.38539708
85,11.4300523
85.5,12.70620474
86,14.30066626
86.5,16.34985548
87,19.08113669
87.5,22.90376555
88,28.63625328
88.5,38.1884593
89,57.28996163
89.5,114.5886501
90.5,-114.5886501
91,-57.28996163
91.5,-38.1884593
92,-28.63625328
92.5,-22.90376555
93,-19.08113669
93.5,-16.34985548
94,-14.30066626
94.5,-12.70620474
95,-11.4300523
95.5,-10.38539708
96,-9.514364454
96.5,-8.776887357
97,-8.144346428
97.5,-7.595754113
98,-7.115369722
98.5,-6.691156238
99,-6.313751515
99.5,-5.975764364
100,-5.67128182
100.5,-5.395517174
101,-5.144554016
101.5,-4.915157031
102,-4.704630109
102.5,-4.510708504
103,-4.331475874
103.5,-4.16529977
104,-4.010780934
104.5,-3.866713095
105,-3.732050808
105.5,-3.605883509
106,-3.487414444
106.5,-3.375943423
107,-3.270852618
107.5,-3.171594802
108,-3.077683537
108.5,-2.988684963
109,-2.904210878
109.5,-2.823912886
110,-2.747477419
110.5,-2.674621494
111,-2.605089065
111.5,-2.538647896
112,-2.475086853
112.5,-2.414213562
113,-2.355852366
113.5,-2.299842547
114,-2.246036774
114.5,-2.194299731
115,-2.144506921
115.5,-2.096543599
116,-2.050303842
116.5,-2.005689708
117,-1.962610506
117.5,-1.920982127
118,-1.880726465
118.5,-1.841770886
119,-1.804047755
119.5,-1.767494016
120,-1.732050808
120.5,-1.697663119
121,-1.664279482
121.5,-1.631851687
122,-1.600334529
122.5,-1.569685577
123,-1.539864964
123.5,-1.510835194
124,-1.482560969
124.5,-1.455009029
125,-1.428148007
125.5,-1.401948294
126,-1.37638192
126.5,-1.351422438
127,-1.327044822
127.5,-1.303225373
128,-1.279941632
128.5,-1.257172299
129,-1.234897157
129.5,-1.213097004
130,-1.191753593
130.5,-1.170849566
131,-1.150368407
131.5,-1.130294386
132,-1.110612515
132.5,-1.091308501
133,-1.07236871
133.5,-1.053780125
134,-1.035530314
134.5,-1.017607393
135,-1
135.5,-0.982697263
136,-0.965688775
136.5,-0.948964567
137,-0.932515086
137.5,-0.916331174
138,-0.900404044
138.5,-0.884725265
139,-0.869286738
139.5,-0.854080685
140,-0.839099631
140.5,-0.824336386
141,-0.809784033
141.5,-0.795435917
142,-0.781285627
142.5,-0.767326988
143,-0.75355405
143.5,-0.739961075
144,-0.726542528
144.5,-0.713293068
145,-0.700207538
145.5,-0.687280959
146,-0.674508517
146.5,-0.661885561
147,-0.649407593
147.5,-0.637070261
148,-0.624869352
148.5,-0.612800788
149,-0.600860619
149.5,-0.589045016
150,-0.577350269
150.5,-0.565772778
151,-0.554309051
151.5,-0.5429557
152,-0.531709432
152.5,-0.520567051
153,-0.509525449
153.5,-0.498581608
154,-0.487732589
154.5,-0.476975533
155,-0.466307658
155.5,-0.455726256
156,-0.445228685
156.5,-0.434812375
157,-0.424474816
157.5,-0.414213562
158,-0.404026226
158.5,-0.393910476
159,-0.383864035
159.5,-0.373884679
160,-0.363970234
160.5,-0.354118573
161,-0.344327613
161.5,-0.33459532
162,-0.324919696
162.5,-0.315298789
163,-0.305730681
163.5,-0.296213495
164,-0.286745386
164.5,-0.277324544
165,-0.267949192
165.5,-0.258617584
166,-0.249328003
166.5,-0.240078759
167,-0.230868191
167.5,-0.221694663
168,-0.212556562
168.5,-0.203452299
169,-0.194380309
169.5,-0.185339045
170,-0.176326981
170.5,-0.167342609
171,-0.15838444
171.5,-0.149451001
172,-0.140540835
172.5,-0.131652498
173,-0.122784561
173.5,-0.113935608
174,-0.105104235
174.5,-0.096289048
175,-0.087488664
175.5,-0.078701707
176,-0.069926812
176.5,-0.06116262
177,-0.052407779
177.5,-0.043660943
178,-0.034920769
178.5,-0.026185922
179,-0.017455065
179.5,-0.008726868
180.5,0.008726868
181,0.017455065
181.5,0.026185922
182,0.034920769
182.5,0.043660943
183,0.052407779
183.5,0.06116262
184,0.069926812
184.5,0.078701707
185,0.087488664
185.5,0.096289048
186,0.105104235
186.5,0.113935608
187,0.122784561
187.5,0.131652498
188,0.140540835
188.5,0.149451001
189,0.15838444
189.5,0.167342609
190,0.176326981
190.5,0.185339045
191,0.194380309
191.5,0.203452299
192,0.212556562
192.5,0.221694663
193,0.230868191
193.5,0.240078759
194,0.249328003
194.5,0.258617584
195,0.267949192
195.5,0.277324544
196,0.286745386
196.5,0.296213495
197,0.305730681
197.5,0.315298789
198,0.324919696
198.5,0.33459532
199,0.344327613
199.5,0.354118573
200,0.363970234
200.5,0.373884679
201,0.383864035
201.5,0.393910476
202,0.404026226
202.5,0.414213562
203,0.424474816
203.5,0.434812375
204,0.445228685
204.5,0.455726256
205,0.466307658
205.5,0.476975533
206,0.487732589
206.5,0.498581608
207,0.509525449
207.5,0.520567051
208,0.531709432
208.5,0.5429557
209,0.554309051
209.5,0.565772778
210,0.577350269
210.5,0.589045016
211,0.600860619
211.5,0.612800788
212,0.624869352
212.5,0.637070261
213,0.649407593
213.5,0.661885561
214,0.674508517
214.5,0.687280959
215,0.700207538
215.5,0.713293068
216,0.726542528
216.5,0.739961075
217,0.75355405
217.5,0.767326988
218,0.781285627
218.5,0.795435917
219,0.809784033
219.5,0.824336386
220,0.839099631
220.5,0.854080685
221,0.869286738
221.5,0.884725265
222,0.900404044
222.5,0.916331174
223,0.932515086
223.5,0.948964567
224,0.965688775
224.5,0.982697263
225,1
225.5,1.017607393
226,1.035530314
226.5,1.053780125
227,1.07236871
227.5,1.091308501
228,1.110612515
228.5,1.130294386
229,1.150368407
229.5,1.170849566
230,1.191753593
230.5,1.213097004
231,1.234897157
231.5,1.257172299
232,1.279941632
232.5,1.303225373
233,1.327044822
233.5,1.351422438
234,1.37638192
234.5,1.401948294
235,1.428148007
235.5,1.455009029
236,1.482560969
236.5,1.510835194
237,1.539864964
237.5,1.569685577
238,1.600334529
238.5,1.631851687
239,1.664279482
239.5,1.697663119
240,1.732050808
240.5,1.767494016
241,1.804047755
241.5,1.841770886
242,1.880726465
242.5,1.920982127
243,1.962610506
243.5,2.005689708
244,2.050303842
244.5,2.096543599
245,2.144506921
245.5,2.194299731
246,2.246036774
246.5,2.299842547
247,2.355852366
247.5,2.414213562
248,2.475086853
248.5,2.538647896
249,2.605089065
249.5,2.674621494
250,2.747477419
250.5,2.823912886
251,2.904210878
251.5,2.988684963
252,3.077683537
252.5,3.171594802
253,3.270852618
253.5,3.375943423
254,3.487414444
254.5,3.605883509
255,3.732050808
255.5,3.866713095
256,4.010780934
256.5,4.16529977
257,4.331475874
257.5,4.510708504
258,4.704630109
258.5,4.915157031
259,5.144554016
259.5,5.395517174
260,5.67128182
260.5,5.975764364
261,6.313751515
261.5,6.691156238
262,7.115369722
262.5,7.595754113
263,8.144346428
263.5,8.776887357
264,9.514364454
264.5,10.38539708
265,11.4300523
265.5,12.70620474
266,14.30066626
266.5,16.34985548
267,19.08113669
267.5,22.90376555
268,28.63625328
268.5,38.1884593
269,57.28996163
269.5,114.5886501
270.5,-114.5886501
271,-57.28996163
271.5,-38.1884593
272,-28.63625328
272.5,-22.90376555
273,-19.08113669
273.5,-16.34985548
274,-14.30066626
274.5,-12.70620474
275,-11.4300523
275.5,-10.38539708
276,-9.514364454
276.5,-8.776887357
277,-8.144346428
277.5,-7.595754113
278,-7.115369722
278.5,-6.691156238
279,-6.313751515
279.5,-5.975764364
280,-5.67128182
280.5,-5.395517174
281,-5.144554016
281.5,-4.915157031
282,-4.704630109
282.5,-4.510708504
283,-4.331475874
283.5,-4.16529977
284,-4.010780934
284.5,-3.866713095
285,-3.732050808
285.5,-3.605883509
286,-3.487414444
286.5,-3.375943423
287,-3.270852618
287.5,-3.171594802
288,-3.077683537
288.5,-2.988684963
289,-2.904210878
289.5,-2.823912886
290,-2.747477419
290.5,-2.674621494
291,-2.605089065
291.5,-2.538647896
292,-2.475086853
292.5,-2.414213562
293,-2.355852366
293.5,-2.299842547
294,-2.246036774
294.5,-2.194299731
295,-2.144506921
295.5,-2.096543599
296,-2.050303842
296.5,-2.005689708
297,-1.962610506
297.5,-1.920982127
298,-1.880726465
298.5,-1.841770886
299,-1.804047755
299.5,-1.767494016
300,-1.732050808
300.5,-1.697663119
301,-1.664279482
301.5,-1.631851687
302,-1.600334529
302.5,-1.569685577
303,-1.539864964
303.5,-1.510835194
304,-1.482560969
304.5,-1.455009029
305,-1.428148007
305.5,-1.401948294
306,-1.37638192
306.5,-1.351422438
307,-1.327044822
307.5,-1.303225373
308,-1.279941632
308.5,-1.257172299
309,-1.234897157
309.5,-1.213097004
310,-1.191753593
310.5,-1.170849566
311,-1.150368407
311.5,-1.130294386
312,-1.110612515
312.5,-1.091308501
313,-1.07236871
313.5,-1.053780125
314,-1.035530314
314.5,-1.017607393
315,-1
315.5,-0.982697263
316,-0.965688775
316.5,-0.948964567
317,-0.932515086
317.5,-0.916331174
318,-0.900404044
318.5,-0.884725265
319,-0.869286738
319.5,-0.854080685
320,-0.839099631
320.5,-0.824336386
321,-0.809784033
321.5,-0.795435917
322,-0.781285627
322.5,-0.767326988
323,-0.75355405
323.5,-0.739961075
324,-0.726542528
324.5,-0.713293068
325,-0.700207538
325.5,-0.687280959
326,-0.674508517
326.5,-0.661885561
327,-0.649407593
327.5,-0.637070261
328,-0.624869352
328.5,-0.612800788
329,-0.600860619
329.5,-0.589045016
330,-0.577350269
330.5,-0.565772778
331,-0.554309051
331.5,-0.5429557
332,-0.531709432
332.5,-0.520567051
333,-0.509525449
333.5,-0.498581608
334,-0.487732589
334.5,-0.476975533
335,-0.466307658
335.5,-0.455726256
336,-0.445228685
336.5,-0.434812375
337,-0.424474816
337.5,-0.414213562
338,-0.404026226
338.5,-0.393910476
339,-0.383864035
339.5,-0.373884679
340,-0.363970234
340.5,-0.354118573
341,-0.344327613
341.5,-0.33459532
342,-0.324919696
342.5,-0.315298789
343,-0.305730681
343.5,-0.296213495
344,-0.286745386
344.5,-0.277324544
345,-0.267949192
345.5,-0.258617584
346,-0.249328003
346.5,-0.240078759
347,-0.230868191
347.5,-0.221694663
348,-0.212556562
348.5,-0.203452299
349,-0.194380309
349.5,-0.185339045
350,-0.176326981
350.5,-0.167342609
351,-0.15838444
351.5,-0.149451001
352,-0.140540835
352.5,-0.131652498
353,-0.122784561
353.5,-0.113935608
354,-0.105104235
354.5,-0.096289048
355,-0.087488664
355.5,-0.078701707
356,-0.069926812
356.5,-0.06116262
357,-0.052407779
357.5,-0.043660943
358,-0.034920769
358.5,-0.026185922
359,-0.017455065
359.5,-0.008726868
360.5,0.008726868
361,0.017455065
361.5,0.026185922
362,0.034920769
362.5,0.043660943
363,0.052407779
363.5,0.06116262
364,0.069926812
364.5,0.078701707
365,0.087488664
365.5,0.096289048
366,0.105104235
366.5,0.113935608
367,0.122784561
367.5,0.131652498
368,0.140540835
368.5,0.149451001
369,0.15838444
369.5,0.167342609
370,0.176326981
370.5,0.185339045
371,0.194380309
371.5,0.203452299
372,0.212556562
372.5,0.221694663
373,0.230868191
373.5,0.240078759
374,0.249328003
374.5,0.258617584
375,0.267949192
375.5,0.277324544
376,0.286745386
376.5,0.296213495
377,0.305730681
377.5,0.315298789
378,0.324919696
378.5,0.33459532
379,0.344327613
379.5,0.354118573
380,0.363970234
380.5,0.373884679
381,0.383864035
381.5,0.393910476
382,0.404026226
382.5,0.414213562
383,0.424474816
383.5,0.434812375
384,0.445228685
384.5,0.455726256
385,0.466307658
385.5,0.476975533
386,0.487732589
386.5,0.498581608
387,0.509525449
387.5,0.520567051
388,0.531709432
388.5,0.5429557
389,0.554309051
389.5,0.565772778
390,0.577350269
390.5,0.589045016
391,0.600860619
391.5,0.612800788
392,0.624869352
392.5,0.637070261
393,0.649407593
393.5,0.661885561
394,0.674508517
394.5,0.687280959
395,0.700207538
395.5,0.713293068
396,0.726542528
396.5,0.739961075
397,0.75355405
397.5,0.767326988
398,0.781285627
398.5,0.795435917
399,0.809784033
399.5,0.824336386
400,0.839099631
400.5,0.854080685
401,0.869286738
401.5,0.884725265
402,0.900404044
402.5,0.916331174
403,0.932515086
403.5,0.948964567
404,0.965688775
404.5,0.982697263
405,1
405.5,1.017607393
406,1.035530314
406.5,1.053780125
407,1.07236871
407.5,1.091308501
408,1.110612515
408.5,1.130294386
409,1.150368407
409.5,1.170849566
410,1.191753593
410.5,1.213097004
411,1.234897157
411.5,1.257172299
412,1.279941632
412.5,1.303225373
413,1.327044822
413.5,1.351422438
414,1.37638192
414.5,1.401948294
415,1.428148007
415.5,1.455009029
416,1.482560969
416.5,1.510835194
417,1.539864964
417.5,1.569685577
418,1.600334529
418.5,1.631851687
419,1.664279482
419.5,1.697663119
420,1.732050808
420.5,1.767494016
421,1.804047755
421.5,1.841770886
422,1.880726465
422.5,1.920982127
423,1.962610506
423.5,2.005689708
424,2.050303842
424.5,2.096543599
425,2.144506921
425.5,2.194299731
426,2.246036774
426.5,2.299842547
427,2.355852366
427.5,2.414213562
428,2.475086853
428.5,2.538647896
429,2.605089065
429.5,2.674621494
430,2.747477419
430.5,2.823912886
431,2.904210878
431.5,2.988684963
432,3.077683537
432.5,3.171594802
433,3.270852618
433.5,3.375943423
434,3.487414444
434.5,3.605883509
435,3.732050808
435.5,3.866713095
436,4.010780934
436.5,4.16529977
437,4.331475874
437.5,4.510708504
438,4.704630109
438.5,4.915157031
439,5.144554016
439.5,5.395517174
440,5.67128182
440.5,5.975764364
441,6.313751515
441.5,6.691156238
442,7.115369722
442.5,7.595754113
443,8.144346428
443.5,8.776887357
444,9.514364454
444.5,10.38539708
445,11.4300523
445.5,12.70620474
446,14.30066626
446.5,16.34985548
447,19.08113669
447.5,22.90376555
448,28.63625328
448.5,38.1884593
449,57.28996163
449.5,114.5886501
450.5,-114.5886501
451,-57.28996163
451.5,-38.1884593
452,-28.63625328
452.5,-22.90376555
453,-19.08113669
453.5,-16.34985548
454,-14.30066626
454.5,-12.70620474
455,-11.4300523
455.5,-10.38539708
456,-9.514364454
456.5,-8.776887357
457,-8.144346428
457.5,-7.595754113
458,-7.115369722
458.5,-6.691156238
459,-6.313751515
459.5,-5.975764364
460,-5.67128182
460.5,-5.395517174
461,-5.144554016
461.5,-4.915157031
462,-4.704630109
462.5,-4.510708504
463,-4.331475874
463.5,-4.16529977
464,-4.010780934
464.5,-3.866713095
465,-3.732050808
465.5,-3.605883509
466,-3.487414444
466.5,-3.375943423
467,-3.270852618
467.5,-3.171594802
468,-3.077683537
468.5,-2.988684963
469,-2.904210878
469.5,-2.823912886
470,-2.747477419
470.5,-2.674621494
471,-2.605089065
471.5,-2.538647896
472,-2.475086853
472.5,-2.414213562
473,-2.355852366
473.5,-2.299842547
474,-2.246036774
474.5,-2.194299731
475,-2.144506921
475.5,-2.096543599
476,-2.050303842
476.5,-2.005689708
477,-1.962610506
477.5,-1.920982127
478,-1.880726465
478.5,-1.841770886
479,-1.804047755
479.5,-1.767494016
480,-1.732050808
480.5,-1.697663119
481,-1.664279482
481.5,-1.631851687
482,-1.600334529
482.5,-1.569685577
483,-1.539864964
483.5,-1.510835194
484,-1.482560969
484.5,-1.455009029
485,-1.428148007
485.5,-1.401948294
486,-1.37638192
486.5,-1.351422438
487,-1.327044822
487.5,-1.303225373
488,-1.279941632
488.5,-1.257172299
489,-1.234897157
489.5,-1.213097004
490,-1.191753593
490.5,-1.170849566
491,-1.150368407
491.5,-1.130294386
492,-1.110612515
492.5,-1.091308501
493,-1.07236871
493.5,-1.053780125
494,-1.035530314
494.5,-1.017607393
495,-1
495.5,-0.982697263
496,-0.965688775
496.5,-0.948964567
497,-0.932515086
497.5,-0.916331174
498,-0.900404044
498.5,-0.884725265
499,-0.869286738
499.5,-0.854080685
500,-0.839099631
500.5,-0.824336386
501,-0.809784033
501.5,-0.795435917
502,-0.781285627
502.5,-0.767326988
503,-0.75355405
503.5,-0.739961075
504,-0.726542528
504.5,-0.713293068
505,-0.700207538
505.5,-0.687280959
506,-0.674508517
506.5,-0.661885561
507,-0.649407593
507.5,-0.637070261
508,-0.624869352
508.5,-0.612800788
509,-0.600860619
509.5,-0.589045016
510,-0.577350269
510.5,-0.565772778
511,-0.554309051
511.5,-0.5429557
512,-0.531709432
512.5,-0.520567051
513,-0.509525449
513.5,-0.498581608
514,-0.487732589
514.5,-0.476975533
515,-0.466307658
515.5,-0.455726256
516,-0.445228685
516.5,-0.434812375
517,-0.424474816
517.5,-0.414213562
518,-0.404026226
518.5,-0.393910476
519,-0.383864035
519.5,-0.373884679
520,-0.363970234
520.5,-0.354118573
521,-0.344327613
521.5,-0.33459532
522,-0.324919696
522.5,-0.315298789
523,-0.305730681
523.5,-0.296213495
524,-0.286745386
524.5,-0.277324544
525,-0.267949192
525.5,-0.258617584
526,-0.249328003
526.5,-0.240078759
527,-0.230868191
527.5,-0.221694663
528,-0.212556562
528.5,-0.203452299
529,-0.194380309
529.5,-0.185339045
530,-0.176326981
530.5,-0.167342609
531,-0.15838444
531.5,-0.149451001
532,-0.140540835
532.5,-0.131652498
533,-0.122784561
533.5,-0.113935608
534,-0.105104235
534.5,-0.096289048
535,-0.087488664
535.5,-0.078701707
536,-0.069926812
536.5,-0.06116262
537,-0.052407779
537.5,-0.043660943
538,-0.034920769
538.5,-0.026185922
539,-0.017455065
539.5,-0.008726868
540.5,0.008726868
541,0.017455065
541.5,0.026185922
542,0.034920769
542.5,0.043660943
543,0.052407779
543.5,0.06116262
544,0.069926812
544.5,0.078701707
545,0.087488664
545.5,0.096289048
546,0.105104235
546.5,0.113935608
547,0.122784561
547.5,0.131652498
548,0.140540835
548.5,0.149451001
549,0.15838444
549.5,0.167342609
550,0.176326981
550.5,0.185339045
551,0.194380309
551.5,0.203452299
552,0.212556562
552.5,0.221694663
553,0.230868191
553.5,0.240078759
554,0.249328003
554.5,0.258617584
555,0.267949192
555.5,0.277324544
556,0.286745386
556.5,0.296213495
557,0.305730681
557.5,0.315298789
558,0.324919696
558.5,0.33459532
559,0.344327613
559.5,0.354118573
560,0.363970234
560.5,0.373884679
561,0.383864035
561.5,0.393910476
562,0.404026226
562.5,0.414213562
563,0.424474816
563.5,0.434812375
564,0.445228685
564.5,0.455726256
565,0.466307658
565.5,0.476975533
566,0.487732589
566.5,0.498581608
567,0.509525449
567.5,0.520567051
568,0.531709432
568.5,0.5429557
569,0.554309051
569.5,0.565772778
570,0.577350269
570.5,0.589045016
571,0.600860619
571.5,0.612800788
572,0.624869352
572.5,0.637070261
573,0.649407593
573.5,0.661885561
574,0.674508517
574.5,0.687280959
575,0.700207538
575.5,0.713293068
576,0.726542528
576.5,0.739961075
577,0.75355405
577.5,0.767326988
578,0.781285627
578.5,0.795435917
579,0.809784033
579.5,0.824336386
580,0.839099631
580.5,0.854080685
581,0.869286738
581.5,0.884725265
582,0.900404044
582.5,0.916331174
583,0.932515086
583.5,0.948964567
584,0.965688775
584.5,0.982697263
585,1
585.5,1.017607393
586,1.035530314
586.5,1.053780125
587,1.07236871
587.5,1.091308501
588,1.110612515
588.5,1.130294386
589,1.150368407
589.5,1.170849566
590,1.191753593
590.5,1.213097004
591,1.234897157
591.5,1.257172299
592,1.279941632
592.5,1.303225373
593,1.327044822
593.5,1.351422438
594,1.37638192
594.5,1.401948294
595,1.428148007
595.5,1.455009029
596,1.482560969
596.5,1.510835194
597,1.539864964
597.5,1.569685577
598,1.600334529
598.5,1.631851687
599,1.664279482
599.5,1.697663119
600,1.732050808
600.5,1.767494016
601,1.804047755
601.5,1.841770886
602,1.880726465
602.5,1.920982127
603,1.962610506
603.5,2.005689708
604,2.050303842
604.5,2.096543599
605,2.144506921
605.5,2.194299731
606,2.246036774
606.5,2.299842547
607,2.355852366
607.5,2.414213562
608,2.475086853
608.5,2.538647896
609,2.605089065
609.5,2.674621494
610,2.747477419
610.5,2.823912886
611,2.904210878
611.5,2.988684963
612,3.077683537
612.5,3.171594802
613,3.270852618
613.5,3.375943423
614,3.487414444
614.5,3.605883509
615,3.732050808
615.5,3.866713095
616,4.010780934
616.5,4.16529977
617,4.331475874
617.5,4.510708504
618,4.704630109
618.5,4.915157031
619,5.144554016
619.5,5.395517174
620,5.67128182
620.5,5.975764364
621,6.313751515
621.5,6.691156238
622,7.115369722
622.5,7.595754113
623,8.144346428
623.5,8.776887357
624,9.514364454
624.5,10.38539708
625,11.4300523
625.5,12.70620474
626,14.30066626
626.5,16.34985548
627,19.08113669
627.5,22.90376555
628,28.63625328
628.5,38.1884593
629,57.28996163
629.5,114.5886501
630.5,-114.5886501
631,-57.28996163
631.5,-38.1884593
632,-28.63625328
632.5,-22.90376555
633,-19.08113669
633.5,-16.34985548
634,-14.30066626
634.5,-12.70620474
635,-11.4300523
635.5,-10.38539708
636,-9.514364454
636.5,-8.776887357
637,-8.144346428
637.5,-7.595754113
638,-7.115369722
638.5,-6.691156238
639,-6.313751515
639.5,-5.975764364
640,-5.67128182
640.5,-5.395517174
641,-5.144554016
641.5,-4.915157031
642,-4.704630109
642.5,-4.510708504
643,-4.331475874
643.5,-4.16529977
644,-4.010780934
644.5,-3.866713095
645,-3.732050808
645.5,-3.605883509
646,-3.487414444
646.5,-3.375943423
647,-3.270852618
647.5,-3.171594802
648,-3.077683537
648.5,-2.988684963
649,-2.904210878
649.5,-2.823912886
650,-2.747477419
650.5,-2.674621494
651,-2.605089065
651.5,-2.538647896
652,-2.475086853
652.5,-2.414213562
653,-2.355852366
653.5,-2.299842547
654,-2.246036774
654.5,-2.194299731
655,-2.144506921
655.5,-2.096543599
656,-2.050303842
656.5,-2.005689708
657,-1.962610506
657.5,-1.920982127
658,-1.880726465
658.5,-1.841770886
659,-1.804047755
659.5,-1.767494016
660,-1.732050808
660.5,-1.697663119
661,-1.664279482
661.5,-1.631851687
662,-1.600334529
662.5,-1.569685577
663,-1.539864964
663.5,-1.510835194
664,-1.482560969
664.5,-1.455009029
665,-1.428148007
665.5,-1.401948294
666,-1.37638192
666.5,-1.351422438
667,-1.327044822
667.5,-1.303225373
668,-1.279941632
668.5,-1.257172299
669,-1.234897157
669.5,-1.213097004
670,-1.191753593
670.5,-1.170849566
671,-1.150368407
671.5,-1.130294386
672,-1.110612515
672.5,-1.091308501
673,-1.07236871
673.5,-1.053780125
674,-1.035530314
674.5,-1.017607393
675,-1
675.5,-0.982697263
676,-0.965688775
676.5,-0.948964567
677,-0.932515086
677.5,-0.916331174
678,-0.900404044
678.5,-0.884725265
679,-0.869286738
679.5,-0.854080685
680,-0.839099631
680.5,-0.824336386
681,-0.809784033
681.5,-0.795435917
682,-0.781285627
682.5,-0.767326988
683,-0.75355405
683.5,-0.739961075
684,-0.726542528
684.5,-0.713293068
685,-0.700207538
685.5,-0.687280959
686,-0.674508517
686.5,-0.661885561
687,-0.649407593
687.5,-0.637070261
688,-0.624869352
688.5,-0.612800788
689,-0.600860619
689.5,-0.589045016
690,-0.577350269
690.5,-0.565772778
691,-0.554309051
691.5,-0.5429557
692,-0.531709432
692.5,-0.520567051
693,-0.509525449
693.5,-0.498581608
694,-0.487732589
694.5,-0.476975533
695,-0.466307658
695.5,-0.455726256
696,-0.445228685
696.5,-0.434812375
697,-0.424474816
697.5,-0.414213562
698,-0.404026226
698.5,-0.393910476
699,-0.383864035
699.5,-0.373884679
700,-0.363970234
700.5,-0.354118573
701,-0.344327613
701.5,-0.33459532
702,-0.324919696
702.5,-0.315298789
703,-0.305730681
703.5,-0.296213495
704,-0.286745386
704.5,-0.277324544
705,-0.267949192
705.5,-0.258617584
706,-0.249328003
706.5,-0.240078759
707,-0.230868191
707.5,-0.221694663
708,-0.212556562
708.5,-0.203452299
709,-0.194380309
709.5,-0.185339045
710,-0.176326981
710.5,-0.167342609
711,-0.15838444
711.5,-0.149451001
712,-0.140540835
712.5,-0.131652498
713,-0.122784561
713.5,-0.113935608
714,-0.105104235
714.5,-0.096289048
715,-0.087488664
715.5,-0.078701707
716,-0.069926812
716.5,-0.06116262
717,-0.052407779
717.5,-0.043660943
718,-0.034920769
718.5,-0.026185922
719,-0.017455065
719.5,-0.008726868
